Unnamed: 0,제목,날짜,본문
419,"SK㈜, 4대 핵심사업 중심 '투자전문회사' 진화 속도 낸다",2021.01.21.,"사진=SK㈜ 제공 올해 초 미국 수소에너지 선도 기업 플러그파워사 투자 등 ESG(환경보호, 사회공헌, 윤리경영) 핵심 영역이자 '꿈의 에너지'로 주목 받는... 향후 급격히 커지고 있는 빅데이터, 인공지능(AI), 자율주행차 시장 등과 관련해 반도체 소재의 성능은 빠르게 향상되며 고성장할 것으로 예상되고 있다...."
420,■ 경남신문 1월 독자위원회,2021.01.21.,"또 ‘이루다’ 논란을 통해 본 AI와 윤리를 다룬 ‘디지털 라이프’를 칭찬했고, 지역 대기업 사내 협력업체 산재 사망사고에 대한 비중있는 보도를... 사실, AI(인공지능) 기술이 미래의 중요한 먹거리 사업으로 부상하고 있다는 사실은 시사에 관심이 많은 웬만한 사람이면 최소 한두 번은 들어보았을 것이다...."
421,"ICT기업 전환 속도내는 KT, AI·로봇 인재 데니스 홍 영입…판교 신사옥도 설...",2021.01.21.,"뉴스토마토 = 배한님 기자 | KT는 25일 데니스 홍 UCLA 교수와 한보형 서울대학교 전기정보공학부 교수 등 인공지능(AI)과 로봇 분야 석학을 자문으로... 사진/KT 한보형 교수는 딥러닝 및 AI 영상인식 기술 자문으로 위촉됐다. AI 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리..."
422,"KT, 천재 로봇과학자 데니스 홍 영입",2021.01.26.,"KT가 인공지능(AI) 분야 핵심 인재를 영입하며 디지털 플랫폼 기업으로의 도약에 속도를 내고 있다. 데니스 홍 교수. 사진=KT 26일 KT에 따르면... 또한 2018년 구글이 선정한 'AI 집중연구어워즈'를 수상했다. 그는 AI 최신 기술 연구개발 및 딥러닝 연구, AI 및 기계학습과 관련해 사회적·윤리적..."
423,"반려동물과 사람 오가며 암·치매 잡는다, 중개의학 주목",2021.01.26.,"반려동물 환자에 대한 임상시험이 점차 늘어날 것으로 전망되는 가운데 윤리적인 시험환경을 담보하기 위한 관리기구를 만들어야 한다는 지적도 나온다.... 엄기동 교수는 “수의과대학은 인공지능 학습과 테스트에 쓰이는 영상자료를 검증하고, 공과대학이 AI 개발을 담당하는 식으로 협업하고 있다”며..."
424,[기자의 시각] ‘이루다’ 퇴출이 슬픈 아이들,2021.01.19.,온갖 논란 끝에 지난 12일 서비스를 잠정 중단한 인공지능(AI) 챗봇(대화 서비스 로봇) ‘이루다’에 관해 잘 알려지지 않은 사실이 있다. 사용자 중 남녀... AI 윤리는 반드시 해결해야 할 문제다. 체벌로 학교 폭력을 해결할 수 있단 주장은 폭력을 폭력으로 다스려야 한다는 논리에 불과하다. 하지만 떠들썩한...
425,"[big story] ESG, 수익률 파죽지세…유망 투자처는",2021.01.19.,이를테면 구글(Google)의 경우 인공지능(AI) 기술을 활용해 홍수나 지진 등의 자연재해에 대한 예측과 사전예방에 관한 연구를 진행 중이며... 김후정 유안타증권 연구원은 “과거의 ESG는 기관투자가의 윤리적 측면에서 강조됐다면 코로나19 팬데믹(세계적 대유행) 이후에는 클린에너지 부상으로 지속...
426,"제약바이오협회, 원희목 회장 임기 2023년 2월까지 연장",2021.01.19.,"원 회장은 2017년 취임 직후 연구개발(R&D)과 윤리경영을 강조했다. 인공지능(AI)을 활용한 신약개발, 오픈이노베이션(개방형 혁신) 활성화, 글로벌 진출 거점 확보 등 혁신에도 방점을 두고 제약산업의 발전에 힘썼다. 지난해에는 감염병 공동 대응과 신약 개발을 지원하기 위해 협회와 회원사의 공동..."
427,KISA 김석환 원장 8일 퇴임...차기 원장 이원태 KISDI 연구위원 내정,2021.01.19.,"조현숙 전 국가보안기술연구소장, 문재웅 광운대 교수와 함께 물망에 올랐었다. 이 위원은 최근 입길에 오르내린 유력후보 3인으로 거론되지는 않았으나 인공지능(AI)·지능정보, 인터넷윤리, 개인정보보호 등의 분야 정책연구 전문성과 활동을 인정받아 낙점받은 것이란 예상이 나오고 있다. <이유지 기자>"
428,[신간] 무자비한 알고리즘·리얼리티 버블,2021.01.19.,최근 인공지능(AI) 챗봇 '이루다'가 동성애·장애인 혐오와 성차별을 학습했다는 등의 논란으로 출시 3주 만에 서비스를 중단하는 등 AI 알고리즘 윤리 문제가 화두로 떠오르고 있다. 독일 카이저슬라우테른 공대 교수이자 독일연방의회 인공지능조사위원회 위원인 저자는 책에서 인공지능에도 윤리가...
429,"원희목 제약바이오협회장, 2023년 2월까지 임기 연장",2021.01.19.,"이와 함께 윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 ISO 37001(반부패경영시스템)을 도입, 회원사의 참여를 견인했다. 또 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립, 융합 기반의 신약개발 패러다임에 선제적으로..."
430,"챗봇 ‘이루다’, 데이터베이스는 폐기된다지만",2021.01.21.,인공지능(AI) 챗봇 ‘이루다’가 사라진다. 개발사가 이루다의 데이터베이스(DB)와 딥러닝 대화 모델 폐기를 결정하면서 이루다는 사실상 사망선고를 받게... 이루다로 인해 촉발된 AI 윤리 논의와 더불어 데이터 수집・활용 등 논란은 우리 사회가 풀어야 할 숙제로 남겨졌다. 아울러 이 회사가 충분한 고지 없이...
431,"안철경 보험연구원장 ""보험산업, 구조개혁 필요""",2021.01.21.,"안 원장은 ""디지털 보험회사 진입·활성화, 알고리즘 감독 등 디지털 윤리 가이드라인 마련, 온·오프라인 채널 통합, 온라인 보험서비스 등 경쟁촉진, 인공지능(AI)활용 등 판매채널 관점에서 사업모형 혁신 관련 연구를 지속해서 추진할 것""이라며 ""런오프(run-off) 도입, 예금보험제도 개선, K-ICS 로드맵 구체화..."
432,[노컷브이]기계가 인간을 ‘학살’한다? 미래전쟁 게임체인저 ‘드론’,2021.01.21.,"그러면 인공지능 기술이 발달되고 나면 윤리적 비난은 누구에게 돌아가야 할까요. ‘드론용 A.I’가 완성돼 원격 조종사 없이 드론이 독자적으로 인명을 살상하는 경우에 말이죠. 지금까지 우리는 드론의 군사적, 경제적 가치에만 주목해왔습니다. 드론 기술은 급속도로 발전하는데, 부작용을 막을 국제적..."
434,"이루다 논란, 데이터3법 개정 불 지피다",2021.01.20.,"전창배 한국인공지능윤리협회 이사장은 ""일반인 입장에서는 개인정보는 보호받아야 할 대상이지만, 개발이 급한 기업은 사정이 다를 수 있다""며 ""장기적으로 AI 윤리도 필요하지만, 지금은 정부가 교통정리에 나서야 한다""고 밝혔다. 민주사회를위한변호사모임, 진보네트워크센터, 참여연대 등 시민단체는..."
436,이루다 진짜 문제는 챗봇 이용한 ‘희롱 훈련’,2021.01.20.,"인공지능(AI) 챗봇 ‘이루다’ 서비스가 21일 만에 운영 중단된 2021년 1월11일, 이루다의 팬들은 눈물을 흘렸다. 은유적인 표현이 아니다. 여러 명이... 먼저, 인격이 없는 기계를 대상으로 희롱을 연습하고 전시하는 일은 추후 이 행동이 실제 세계로 옮겨질 가능성이 있다는 점에서 여전히 윤리적 문제가 존재한다...."
437,"[CES 2021] 'LG가 그리는 미래'... ""경계를 넘는 플랫폼 경쟁력 갖춰야""",2021.01.20.,"박 사장이 의장을 맡고 인공지능(AI), 빅데이터, 클라우드, 로봇, 모빌리티 등 분야별 전문가 12명이 참여한다. 게리 샤피로는 ""다양한 기술을... 이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 ‘AIX Exchange..."
438,"이루다 개발사 ""정보 노출 사과…원하는 이용자는 개인정보 삭제""(종합)",2021.01.19.,"스캐터랩은 “이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다”며 “AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다”고 했다. 스캐터랩은 연애 분석 앱 ‘연애의 과학’으로 이용자들의 카카오톡 데이터를 수집해 이루다..."
439,"""개인정보 규제 강화되나""…이루다, 법 개정에도 영향 미칠 듯",2021.01.19.,"업계 ""GDPR 수준으로 규제하면 AI·알고리즘 개발 힘들어"" 소비자단체 ""국제 기준에 맞춰 시민 안전·기본권 보호해야"" 인공지능(AI) 챗봇 이루다가 혐오... 각국은 AI 제품과 학습 데이터에 대해 제조물 책임법, 소비자 보호법, 평등법 등을 정교화하고 있다""며 ""막연하고 기업 자율적인 AI 윤리에서 나아가..."
440,원희목 제약바이오협회장 연임…2023년 2월까지 연장,2021.01.19.,"아울러 윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 ISO 37001(반부패경영시스템)을 도입, 회원사의 참여를 견인했다. 또 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립했으며, 오픈 이노베이션 활성화와 글로벌 진출 거점..."
443,"[팩플] 애플의 중대발표 열어보니 ESG…빅테크, ESG 경쟁 이유",2021.01.19.,"환경(Environment), 사회(Social), 지배구조(Governance)를 통칭하는 ESG는 기업의 지속가능한 발전을 위해 경영 활동 전반에 사회적·윤리적 가치를... 삼성전자는 ▶세탁기·건조기 등에 들어가는 물과 전기를 아끼는 인공지능(AI) 기술을 개발하고 ▶모든 TV 포장 박스를 추후 소형 가구나 고양이 집 등으로..."
444,"'이루다' 서비스 12일부터 중단…""개선 후 재출시 하겠다""",2021.01.14.,"성희롱과 차별·혐오 논란이 일어난 인공지능(AI) 챗봇 '이루다'가 논란이 확산되자 결국 서비스를 중단하기로 결정했다. 이루다’를 선보인 스타트업... 한국어 AI 대화 연구 및 AI 제품, 그리고 AI 윤리 발전에 유용하게 쓰일 수 있었으면 좋겠다""고 밝혔다. 또 이루다는 '연애의 과학' 이용자들의 카카오톡 대화를..."
445,인간-기계 하이브리드 시대가 온다,2021.01.14.,"뇌를 치료하고 인간 기능을 향상시키는, 최첨단 기술들은 인공지능(AI)이라는 귀결을 향한다. 이 책 저자는 흥미롭고 충격적인 각종 기술과 치료법 등을... 저자는 기술낙관주의자이지만 윤리적, 사회경제적 문제도 놓치지 않는다. 우선 그는 ‘신경평등’이란 개념을 제시한다. 특히 연구개발 측면에서, 백인..."
446,"원희목 제약바이오협회장, 임기 2년 연장",2021.01.16.,"이와 함께 윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 반부패 경영시스템 'ISO 37001'을 도입, 회원사의 참여를 이끌었다. 또 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립, 융합 기반의 신약개발 패러다임에 선제적으로..."
447,"""부동산에서 보험을 팔아?""… 소액단기보험 촉진방안 본격 논의",2021.01.11.,이밖에도 ▲ 디지털 보험사 진입 및 활성화 ▲ 인공지능(AI)·빅데이터 활용 등에 필요한 디지털 윤리 가이드라인 마련 ▲ 신(新)지급여력제도(K-ICS) 로드맵 ▲ 기업 재난위험 공·사 협력 ▲ 건강보험제도 공·사보험 연계 ▲ 개인연금 활성화 ▲ 개인이동수단(PM) 피해자 보호 ▲ 손해사정제도 개선 ▲ 국내...
449,[희곡 심사평] 신춘의 희곡 쓰기 지향점 보여 주는 나침반 같은 작품,2021.01.11.,"전자는 홈쇼핑과 택배, 1인 가구라는 소재로 언택트 시대의 인간 소외와 떠나간 이에 대한 그리움을 감성 짙게 녹여 냈다. 후자는 4차산업 시대의 도래에 맞추어 인공지능(AI)과 로봇 윤리, 인간과 로봇의 동행을 간결하면서도 힘 있는 필력으로 그렸다. 모두 서울신문 신춘문예의 미래를 보여 준 소중한 작품이었다."
450,"'교사돼서 시집가라' 뿌리치고 상경한 소녀, 첫 여성 국가보안기술연구소장 되...",2021.01.19.,"요즘은 중소벤처기업부 상생조정위원회, 강원도, 광주광역시 인공지능(AI)산업융합사업단, 제주도 4차산업혁명위원회 등에서 자문 활동 중이다.... AI 보안과 윤리에 관심이 많아요. 경제, 기후변화 등도 공부 중이고요. 세상이 생각지도 못한 방향으로 변화하는 걸 보면서 생각이 많아졌어요. 코로나19 상황이..."
452,5년간 그린·디지털 뉴딜에 30조 수출금융 지원,2021.01.19.,"5G·AI 국내 실증 결과 내면 해외 진출 시 실적 인정 지원 디지털 뉴딜 분야에선 데이터·네트워크·인공지능(D·N·A) 융합산업에서 5G, AI 등 주요 분야... 이외에도 미국, EU 등과 5G·사이버 보안 등 핵심기술 국제 공동연구 확대, 원격교육 등 디지털 ODA 추진, AI·데이터 등 디지털 정책 의제에 AI 윤리기준 및..."
453,"원희목 제약바이오협회장, 임기 2년 연장키로",2021.01.19.,"윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 ISO 37001(반부패경영시스템)을 도입, 회원사의 참여를 견인했다. 또 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립했다. 다양한 오픈 이노베이션의 허브로서 기능하기 위해 기업..."
454,"'이루다' 개발사 ""조사 성실히 임할 것…개인정보 노출 사과""",2021.01.19.,"스캐터랩은 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 했다. 스캐터랩은 연애 분석 앱인 '연애의 과학'으로 이용자들의 카카오톡 데이터를 수집해 이루다 개발에..."
455,‘성희롱·혐오’ 논란…AI ‘이루다’ 3주만에 결국 멈췄다,2021.01.14.,"여성·동성애 등 혐오 발언 및 개인정보 유출 등 논란에 휩싸인 인공지능(AI) 챗봇 ‘이루다’가 결국 서비스를 잠정 중단한다. 지난달 23일 출시한 지 한... 스캐터랩은 “앞으로 편향 대화 검출 모델은 모든 분이 사용하실 수 있게 공개할 계획”이라며 “한국어 AI 대화 연구 및 AI 제품, AI 윤리 발전에 유용하게..."
456,"[CES 2021] 박일평 LG전자 CTO ""뉴노멀 시대, 경계 넘는 혁신 필요""",2021.01.14.,"지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서로, 각 분야의 전문가들이 바라보는 인공지능의 미래와 인공지능 발전 단계의 역할에 대해 설명한 것이다. 앞서 LG전자는 지난해 CES 2020에서 캐나다 인공지능 솔루션업체인 엘레멘트 AI..."
457,"""AI 이루다 논란 방지할 것"" 카카오, '증오발언' 강경 대처 나선다",2021.01.14.,"앞서 인공지능(AI) 챗봇 '이루다'의 증오 발언이 사회적 문제로 부상한 데 따른 움직임이다. 이루다는 서비스 이용자가 동성애와 같은 성소수자 질문을... 카카오는 AI 윤리 헌장, 아동·청소년 보호 정책, 그리고 최근 인권경영 선언까지 디지털 책임을 다하기 위한 노력을 하고 있다""고 밝혔다. 이어 ""이용자의..."
458,"[스페셜리포트]①디지털 CES, 우리의 '미래'를 돌아보다",2021.01.11.,"특히 인공지능 기술은 사람을 흉내내지만 윤리적인 의식을 갖고 있지는 않다. 기술을 어떻게 활용하느냐에 따라 그 용도는 완전히 달라질 수 있다.... AI타임스 최호섭 기자 work.hs.choi@gmail.com [스페셜리포트] ②가전에 들어간 로봇, '기가 막혀' 할 날이 온다 [스페셜리포트] ③홈 헬스케어, 우리 집으로..."
459,"스캐터랩 ""이루다, 문장 속 실명 전부 못 걸렀다""…파기는 안해(종합)",2021.01.13.,"개인정보 유출 사실상 인정하며 공식 사과…""익명화 절차 강화"" 이용자들은 파기 요구 지속…혐오 논란에는 ""동조처럼 보인 것"" 인공지능(AI) 챗봇 '이루다... 이들은 ""더 많은 양의 정제된 데이터를 알고리즘으로 학습시키면 AI가 스스로 윤리 의식이나 도덕적 기준을 정립할 수 있다고 생각한다""며 ""이루다를 사회..."
461,원희목 제약바이오협회장 임기 2년 연장,2021.01.12.,"원 회장은 윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 'ISO 37001'(반부패경영시스템)의 회원사 참여를 견인했다. 또 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립, 융합 기반의 신약개발 패러다임에 선제적으로 대응했다. 특히..."
462,소송전으로 비화된 ‘이루다’··· 먹구름 드리우는 AI·데이터 업계,2021.01.19.,각종 논란을 낳았던 인공지능(AI) 챗봇 서비스 ‘이루다’에 대한 논란이 결국 소송전으로 비화됐다. 이루다의 제작사 스캐터렙에 대한 집단소송 절차가... ‘AI 윤리’ 이슈로 부각됐던 사건 초기 스타트업에 과도한 책임을 요구해서는 안 된다는 주장이 제기됐지만 사태가 개인정보 유출 논란으로 확산되면서...
463,"'이루다' 개발사, 논란 닷새만에 첫 사과문…""재발 방지하겠다""",2021.01.19.,"그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다. 스캐터랩은 연애 분석 앱 '연애의 과학'으로 이용자들의 카카오톡 데이터를 수집해 이루다 개발에..."
464,"AI챗봇 심심이, 나쁜말 필터기술 DBSC 적용…악플 및 악용 대응",2021.01.19.,"인공지능(AI) 챗봇 기업 '심심이'의 악성 글, 악플 탐지 기능이 관심받고 있다. AI챗봇 심심이는 나쁜말 필터기술인 DBSC를 적용했다고 27일 밝혔다. AI... 과학기술정보통신부가 발표한 AI 서비스의 윤리 기준은 '모든 사람이 모든 분야에서 자율적으로 준수하며 지속 발전을 영위하는 것'으로 정의되고 있다...."
465,"카카오 ""차별·증오발언 강경 대응하겠다""",2021.01.19.,"인공지능(AI) 챗봇 '이루다' 논란으로 디지털 윤리에 대한 관심이 뜨거운 가운데, 카카오가 디지털 공간에서의 차별·증오 발언을 근절하기 위한 원칙을 발표했다. 카카오는 13일 공식 브런치에서 '증오발언 근절을 위한 카카오의 원칙' 4가지를 발표하며 카카오 플랫폼 내 온라인 차별·증오 발언에 강경..."
466,"‘이루다’ 측, 개인정보유출 등 논란에 사과 “조사에 성실히 임할 것”",2021.01.13.,"인공지능(AI) 챗봇 ‘이루다’ 개발사 스캐터랩이 계속되는 논란에 사과문을 발표했다. 또한 현재 ‘연애의 과학’ 데이터의 개인정보처리와 관련해... 스캐터랩은 또한 “서비스 운영 원칙이 발전해나가는 인공지능 윤리에 관한 사회적 합의에 보다 부합할 수 있도록 지속적으로 가다듬어, 인공지능을..."
467,"박상기 이성윤이 불법 조작 은폐 공범, 세상에 이런 나라 있나",2021.01.13.,<사설바로가기> ▲ 한겨레 = 혐오 발언 쏟아낸 이루다와 AI 윤리 불감증 인공지능(AI) 챗봇 '이루다'가 쏟아낸 소수자 혐오와 성희롱 발언을 둘러싼 파문이 확산되고 있다. 지난달 23일 출시된 이루다는 가입자가 일상적인 대화를 나눌 수 있는 오픈 도메인 챗봇이다. 서비스를 시작한 지 2주 만에 40만명 이상의...
468,"[인터뷰] 위키백과 설립자 ""알고리즘이 가짜뉴스 확산…인간은 이성적""",2021.01.13.,-- 최근 한국에서는 인공지능(AI) 챗봇을 성적 도구로 삼는 사건이 발생하면서 인터넷 윤리가 화두가 되기도 했다. 한편에서는 인터넷은 더 큰 표현의 자유를 허용해야 한다는 이들도 있다. ▲ 위키백과의 경우 무언가를 향한 공격이나 혐오는 절대 허용하지 않는다. 가장 오랫동안 지켜온 규칙이다. AI 챗봇의...
469,"[CES 2021] 상상 뛰어넘는 혁신시대... LG전자 ""경쟁자와도 협력""",2021.01.14.,"이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 '인공지능... 지난해 CES에서 LG전자와 캐나다 인공지능 솔루션업체 엘레멘트 AI가 발표한 바에 따르면 인공지능 발전 단계는 1단계 효율화, 2단계 개인화, 3단계 추론..."
470,"원희목 제약바이오협회장, 임기 2년 연장",2021.01.19.,윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 ISO 37001(반부패경영시스템)을 도입해 회원사 참여를 견인했다. 또 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립해 융합 기반의 신약개발 패러다임에 선제적으로 대응했다. 특히...
473,"이재웅, 챗봇 '이루다' 중단 환영 ""차별금지법 만들어야""",2021.01.19.,"인터넷 포털 '다음' 창업자인 이재웅 전 쏘카 대표가 인공지능(AI) 챗봇 '이루다' 서비스의 잠정 중단 결정을 환영했다. 12일 IT업계에 따르면 이 전 대표는... 이 전 대표는 ""AI를 공공에 서비스할 때의 사회적 책임, 윤리에 대해서 다시 생각해보고 여러 가지를 재점검하는 기회가 됐으면 한다""며 ""이러한 문제가..."
474,"""젊은 인재부터 기술요람까지""… KT, '디지코' 도약 박차",2021.01.13.,"한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한 자문역을 담당한다. 이를 기반으로 KT는 글로벌 AI 탑티어 기업으로 도약과 4차 산업혁명 시대를 주도해 나가는 기업으로 성장한다는 목표다. 아울러 KT는..."
476,‘CES 2021’ 화제 영상 중 한 개만 고른다면 이것! [최원석의 디코드],2021.01.13.,암논 샤슈아(Amnon Shashua) 모빌아이(MobilEye) 공동창업자 겸 CEO와 토머스 프리드먼(Thomas Friedman) 뉴욕타임스 칼럼니스트가 인공지능(AI)에 관해 대담한... AI와의 연계를 위한 새로운 레벨이 필요하게 될 것이다. 아직 나도 모르는 새로운 레벨이다. -사람들은 윤리에 대해 얘기한다. 하지만 AI와 어떻게 공생...
477,"안철경 보험연구원장 “2021년 핵심 연구과제, 보험사 디지털전환”",2021.01.26.,이에 따라 보험연구원은 구체적인 연구 계획으로 ▲디지털 보험회사 진입·활성화 ▲알고리즘 감독 등 디지털 윤리 가이드라인 마련 ▲온라인 보험서비스 등 경쟁촉진 ▲인공지능(AI)활용 ▲판매채널 관점에서 사업모형 혁신 관련 연구 등을 추진하겠다고 전했다. 이와 함께 보험업권의 경영 투명성과 건전성...
479,“싫은 걸 어떡해” 여대생 AI 이루다 서비스 잠정 중단,2021.01.21.,"차별, 혐오 논란 이어 카카오톡 수집 논란에 결국… 동성애·인종 등 혐오·차별 발언, 카카오톡 개인정보 유출 등 논란에 휘말린 인공지능(AI) 챗봇... 아울러 “한국어 AI 대화 연구 및 AI 제품, AI 윤리 발전에 유용하게 쓰일 수 있으면 좋겠다”라고 했다. 이루다는 스타트업 스캐터랩이 지난달 23일 페이스북..."
481,‘혐오 논란’ AI 챗봇 ‘이루다’ 서비스 중단,2021.01.19.,"개발사 “부족한 점 보완하겠다” 정보유출 피해자 집단소송 예고 이루다 페이스북 캡처 개인정보 유출과 혐오 발언 논란에 휩싸인 인공지능 챗봇... 등 윤리적 문제 등이 불거졌다. 일부 이용자들은 개발사가 충분한 설명 없이 이루다 개발에 개인정보를 활용하고, 개인정보 보호도 제대로 하지 않았다며 집단..."
482,도마 오른 '아이돌 성적대상화'…딥페이크 근절 청원 26만 넘어,2021.01.19.,"딥페이크는 인공지능(AI) 영상합성 기술을 뜻한다. 문제는 이 기술을 악용해 성적인 영상에 교묘하게 여성 연예인들의 얼굴을 합성하는 등의 행위가... 하지만 문화에 대한 윤리적 기준이 높아지고, 일방적 대상화에 대한 비판적 감수성도 높아진 지금은 이런 하위문화를 예전과 같은 시각으로만 보기 어려워진..."
484,"알페스가 ""제2의 n번방"" ""성착취물""이라니 [이슈있슈 SNS]",2021.01.12.,"황 평론가는 “인공지능(AI) 챗봇 ‘이루다’에 대한 성착취 논란이 일어난 뒤 남초 커뮤니티를 중심으로 ‘여자들은 팬픽 하는데’라는 말이... 그는 “이성애 중심주의, 성소수자 대상화, 성적 모욕감 등 (RPS가 낳은) 다양한 윤리적 쟁점에 대해선 논의가 진행돼 왔고, (팬덤 사이에서) 보다 윤리적인 재현..."
485,"안철경 보험연구원장 ""보험사, 비대면 대응 상품·채널 구조개혁 필요""",2021.01.13.,인공지능(AI) 알고리즘 및 빅데이터 분석 활용에 따른 윤리준칙도 주요 연구 과제로 꼽힌다. 보험사들의 ‘경영 투명성 확보’를 위한 연구도 진행한다. 2023년 시행될 예정인 킥스(K-ICS) 로드맵 구체화와 감염병 유행 및 자연재해와 관련된 기후변화 위험관리 체계 연구 등이 이뤄진다. 아울러 그린뉴딜 등에 대한...
486,"“100억건 개인정보 침해가 빚어낸 참사”…‘이루다’ 개발사, 결국 사과(종...",2021.01.12.,"인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다. AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다”고 덧붙였다. 스캐터랩은 연애 분석 앱 ‘연애의 과학’으로 이용자들의 카카오톡 데이터를 수집해 이루다 개발에 썼는데, 이 과정에서..."
487,"[전문]""혐오발언에 정보유출까지"" '이루다' 서비스 논란 속 퇴장",2021.01.12.,소수자 혐오 표현에 이어 개인정보 유출 논란으로 사면초가에 처한 인공지능(AI) 챗봇 서비스 ‘이루다’가 서비스를 잠정 중단한다. 서비스가 출시된 지... 이에 이날 한국인공지능윤리협회에서는 “인공지능 윤리헌장에 어긋난다며 서비스를 중단하라”는 성명을 냈다. 개인 정보 유출 의혹에 대해서는...
488,스캐터랩 전 직원 “단톡방서 일반 연인들 카톡 대화 돌려봤다”,2021.01.12.,혐오표현학습과 개인정보유출로 논란이 된 스타트업 스캐터랩이 여대생 인공지능(AI) 이루다 서비스를 잠정 중단했지만 개인정보보호위원회는 이루다... 데이터를 다시 검수하는 작업도 더 세밀하게 이루어져야된다 생각합니다. 업계 종사자분들의 윤리의식강화도 같이 동반되어야된다 생각합니다”라고 말했다.
490,원희목 제약바이오협회장 임기 2023년까지 연장,2021.01.19.,"아울러 윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 ISO 37001(반부패경영시스템)을 도입, 회원사 참여를 견인했다. 또한 인공지능(AI)을 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약개발지원센터를 설립하고 융합 기반의 신약개발 패러다임에 선제적으로..."
493,“레즈비언 싫어”…개발사가 밝힌 이루다 ‘돌변’ 원인은?,2021.01.19.,"“이루다의 성적이거나 편향적인 대화에 대한 대처가 부족했던 점을 통감했습니다.” AI(인공지능) 챗봇 이루다가 사회적 소수자 대상 혐오 발언한 것에... 수집된 데이터들의 옳고 그름, 편향된 정보 여부 등의 레이블링 과정을 거쳐 AI 윤리 기준에 보다 부합하는 모델로 보정된다는 것이다. 스캐터랩은..."
495,??[AP미디어동향 1월3주] 트롯 표절 논란 MBN 外,2021.01.11.,■ [아리랑TV]는 인공지능(AI)을 이용해 7개 국어로 온라인 전용 재난방송 서비스를 시작한다고 13일 밝혔다. ■ [한국기자협회]와 [한국인터넷신문협회]는 19일 한국프레스센터에서 언론윤리헌장 선포식을 개최한다. 두 협회는 언론윤리헌장의 선포를 계기로 관련 내용의 세미나와 교육 등을 통해...
496,"넥스트 킬러앱 ""앱이 곧 기업이고 기업이 앱이 된다""",2021.01.11.,"가상현실 증강현실 블록체인 인공지능(AI)와 같은 서비스가 모두 앱을 통해 제공된다. 페이스북 트위터 카카오톡 배달의민족 같은 기업 앱은 이제 그... 생명윤리법상 규제를 해소하는 게 게놈 규제자유특구 사업의 주 내용인데 국내외 바이오, AI 기업, 연구소 등의 참여와 유치가 적극적입니다. ― De-fi..."
