Unnamed: 0,제목,날짜,본문
145,백악관도 극찬한 韓 반도체 기업…서로 존중하는 ‘슈퍼스타 경영’의 힘,2021.12.01.,"이 책은 일주일 여만에 아마존 도서 가운데 기업 윤리 분야 1위, 기독교 신앙 분야 2위에 오르며 베스트셀러가 됐다. - 영문판을 낸 특별한 이유가 있나?... “시스템 반도체 후공정 분야에서 글로벌 탑 티어(top tier) 지위를 유지하고, 인공지능(AI) 반도체 칩 분야에서 세계적 선도(先導) 기업이 되는 것이다...."
146,"'이루다' 돌아온다…스캐터랩, 2.0 버전 베타 테스터 모집",2021.12.10.,테스트 결과 따라 출시 일정 확정 인공지능(AI) 스타트업 스캐터랩은 일상 대화형 챗봇 '이루다2.0'을 출시하기 앞서 다음달 11일부터 서비스 전반에 걸쳐 AI 윤리를 점검하고 사용자 의견을 받기 위한 베타 테스트를 진행한다고 21일 밝혔다. 스캐터랩은 작년 12월 출시한 '이루다'의 첫 버전이 혐오 발언을...
147,데이터 중심 사고하는 ‘미래 인간’이 ‘알파고’ 시대 이끈다,2021.12.21.,"먼 미래의 기술로만 생각했던 인공지능(AI)이 이제는 학교 울타리 안에서도 공식적으로 배우기 시작한 필수 과목이 됐다. 부산시교육청에서는 최근... “컴퓨터공학과와 소프트웨어융합학과, 전기전자공학과 등에서 모두 인공지능을 교육한다. 한데 인공지능학과는 인공지능에 관한 이론과 산업적 측면, 윤리..."
148,"저자 정연미의 '미래인재 모든 것: 새로운 시대, 어떤 인재를 양성할 것인가?...",2021.12.21.,"인문학적 소양을 함양하고, 윤리 도덕적 문제를 판단하며 해결하는 능력이 있어야 하며 동료와 협업하는 사회 역량이 있어야 한다. 자기 주도 학습력... 제4차 산업혁명 기술은 인공지능(AI)과 다양한 분야에서 서로를 연결하는 소프트웨어, 다양한 정보를 분류하고 해석하는 빅데이터를 통해 우리의 일상생활과..."
150,[ET대학포럼]〈51〉2021년 신축년을 마무리하며,2021.12.21.,인공지능(AI)과 같은 기술이 우리 생활에 깊숙이 자리 잡게 될 것이란 전망도 내놓았다. 곧 거래나 서비스뿐만 아니라 법이란 지극히 인간 사고... 과학기술의 윤리적·사회적 가치에 대한 영향을 분석하거나 환경·사회·지배구조(ESG) 시각을 통해 과학기술과 인문사회 분야가 서로에게 자신만의 통찰력을...
152,"개인정보위, APPA 포럼서 개인정보 정책 성과 공유",2021.12.21.,"포럼 셋째 날인 12월 3일에는 개인정보처리자의 책임성 준수 및 인공지능(AI)의 윤리적 개발·활용 등에 관한 폭넓은 논의가 이뤄질 예정이다. 윤종인 개인정보위 위원장은 ""APPA 포럼 등 국제적 협력무대를 통해 세계 각국의 개인정보 감독기구와 지속적인 교류·협력을 강화하고, 데이터 경제 시대에 걸맞은..."
153,"[MK TECH REVIEW] 2021년은 MBN의 해…""2022년은 AR·헬스케어가 달구죠""",2021.12.21.,"② 대한민국 '개발자 전성시대' 신호탄 쐈다 ▷이 팀장=작년 말 인공지능(AI) 챗봇 서비스 '이루다'가 출시되면서 올 초 내내 AI 윤리가 이슈가 됐습니다. 올해 초만 하더라도 이런 가상 인간에 대해 낯설게 느끼는 사람들이 많았지만, 가상 세계가 현실로 급격히 흡수된 느낌입니다. ▷오 기자=개발자 인력난도..."
154,"스캐터랩, ‘이루다2.0’ 클로즈 베타 테스트 진행",2021.12.20.,"스캐터랩은 이루다를 2020년 12월 출시했다가 2021년 1월 서비스 잠정 중단 이후 스캐터랩 AI 챗봇 윤리 준칙을 제정하고 신뢰할 수 있는 인공지능 모델 개발에 역량을 집중해왔다. 먼저, 스캐터랩은 AI 기술 및 제품 개발 전반에 걸쳐 가이드라인이 될 수 있는 총 5가지 AI 챗봇 윤리 준칙을 수립했다. 스캐터랩..."
155,한국법제연구원-유네스코한국위원회 공동학술대회 개최,2021.12.20.,이번 공동학술대회에서는 지난 4월 한국법제연구원과 유네스코한국위원회 간 교류협력협약서를 체결한 이후 양 기관 공동연구로 발간된 보고서인'인공지능(AI) 윤리와 법'의 연구 성과를 국내외 전문가들과 공유하고 향후 국내 인공지능 관련 규제 방향을 함께 모색할 예정이다. 이날 학술회의는 정찬모...
156,"[친절한 경제] 논란의 '이루다', 돌아온다…사람들 반응?",2021.12.20.,"5가지 AI 챗봇 윤리 기준까지 정해서 이루다가 선정적이거나 공격적, 혹은 편향적인 말을 하는지 면밀하게 살펴본다고 합니다. <앵커> 저렇게 계정도 올렸으니까 좀 궁금한 것이, 서비스들 반응은 어떻습니까, 지금? (혹시 앵커님은 영화 '허'라고 보셨나요?) 그게 인공지능이랑 사람이 사랑을 나누는, 감정적..."
157,"한화테크윈, '2022년 영상보안업계 트렌드'는 타이거(T.I.G.E.R)",2021.12.20.,"먼저 T는 ‘AI(인공지능) 엣지 컴퓨팅’의 시대(The era of ‘AI Edge Computing’)를 의미한다. 영상보안 분야에서 ‘엣지 컴퓨팅’의 역할이 더욱 강화될... E는 ‘책임있고 윤리적 사용(Ethics of Technology)’을 말한다. 스마트 시티, 스마트 팩토리, 스마트 스토어 등 영상보안 장비의 활용도가 높아지고..."
158,"부경대, 정보융합대학 신설...단과대 혁신 나서",2021.12.22.,"대학은 22일 신설 단과대학인 정보융합대학 출범 기념 온라인 워크숍 'AI시대, 교육의 미래를 엿보다'를 열었다. 이날 행사는 융·복합 학문 교육과 미래... 이사의 '인공지능과 윤리'로 이어졌다. 부경대가 학문 분야에 따른 별도 단과대학을 잇달아 신설한 것은 정부의 평생교육 정책사업으로 문을 연..."
161,[기자수첩] 이루다 베타 서비스 통해 '인간과 대화를 나누는 벗'으로 자리잡길,2021.12.20.,"스캐터랩은 이루다를 2020년 12월 출시한 후 2021년 1월 서비스 잠정 중단 이후 스캐터랩 AI 챗봇 윤리 준칙을 제정하고 '신뢰할 수 있는 인공지능' 모델 개발에 역량을 집중해왔다. 스캐터랩은 대원칙으로 '사람을 위한 AI를 개발'하겠다고 발표했고, 다양한 삶의 가치 존중, 함께 실현하는 AI 챗봇 윤리, 합리적..."
162,"""이루다 돌아오나""…스캐터랩, '이루다2.0' 내년 1월 비공개 베타 테스트",2021.12.20.,"인공지능(AI) 스타트업 스캐터랩은 '이루다2.0' 공식 출시에 앞서 이용자 의견을 받기 위한 클로즈(비공개) 베타 테스트를 2022년 1월11일부터 진행한다고... 되는 AI'를 목표로 스캐터랩이 개발한 일상 대화형 챗봇이다. 스캐터랩은 지난 2020년 12월 이루다를 출시했지만, AI 윤리 문제와 개인정보보호 문제가..."
163,"NC소프트, 글로벌 ESG 평가에서 'A' 등급 획득",2021.12.22.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 ‘AI Framework’ 시리즈를 연중 기획 프로젝트로 진행 중이다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 ‘임베디드 에틱스(Embedded Ethics)’를 이끌고 있는 제임스...
164,"[윤석열 인터뷰] “영부인이란 말 안썼으면… 아내, 선거중 등판계획 처음부터...",2021.12.22.,"미국처럼 정말 제대로 (검증 내용을) 밖에 유출했을 때 윤리위원회에서 의원직 박탈 같은 걸 제대로 한다면 모르지만, (한국 같은) 청문회가 존재하는 한... 디지털, 인공지능(AI) 전문가들과 함께 데이터를 공유하면서 플랫폼화시켜야 한다. ‘위드 코로나’는 간단한 결정이 아니다. 과학방역이 되려면 데이터에..."
165,"디지털 플랫폼 정책포럼 ""스타트업 육성해 글로벌 플랫폼 대항""",2021.12.22.,"그러면서 정부가 '디지털 플랫폼 진흥정책'을 추진하고 AI허브가 제공하는 데이터와 인공지능(AI)을 스타트업이 활용할 수 있도록 AI허브의 접근성을... 정부가 준비하고 있는 '온라인 검색·추천 서비스 투명성 가이드라인', 'AI 윤리 자율점검표', 'AI 개발안내서' 등에 산업계의 의견이 필요하다는 내용도..."
166,메타버스에서 '억대 연봉' 버는 사람들,2021.12.22.,"예를 들어 인공지능(AI) 인플루언서 로지는 100건이 넘는 후원을 받았다. 대기업 롯데홈쇼핑의 가상모델 루시의 인스타그램 팔로워 수는 6만 명이 넘는다.... 윤리적인 문제도 고려해야 한다. 예를 들어 아바타가 메타버스에서 가상 자산을 훔치는 등의 범죄를 저지르는 경우를 생각해볼 수 있다. 이 CSO는 ""정말..."
167,"디지털 정책포럼, 최종 보고회 개최…""건전한 플랫폼 생태계 만든다""",2021.12.21.,"이어 내년에는 AI(인공지능) 허브가 제공하는 데이터·AI 등을 스타트업 등이 쉽게 활용할 수 있도록 접근성·활용성 확대를 검토하고 플랫폼-전통 산업 간... 4분과는 정부가 준 비중인 '온라인 검색·추천 서비스 투명성 가이드라인', 'AI 윤리 자율점검표', 'AI 개발안내서' 등을 산업계의 충분한 의견수렴을 거쳐..."
168,'AI 윤석열' 방지법?…'딥페이크' 유세 막는 선거법 개정안 발의됐다,2021.12.21.,"지난 6일 국민의힘 중앙선거대책위원회 출범식에서, 윤석열 대선 후보를 모사한 '인공지능(AI) 윤석열'이 등장해 논란이 일었다. 'AI 대선 후보' 영상이 투표권자 기만이라는 의견과 유권자에게 고지해 판단을 맡기면 된다는 것이 맞붙은 것. 정 의원실은 ""윤리적 적합성과 유권자에 대한 사실적 정보 전달의 왜곡..."
169,"한화테크윈, ‘2022 영상보안업계 트렌드 5’ 발표",2021.12.20.,T는 ‘AI(인공지능) 엣지 컴퓨팅’의 시대(The era of ‘AI Edge Computing’)를 말한다. 영상보안 분야에서 ‘엣지 컴퓨팅’의 역할이 더욱 강화될... E는 ‘책임있고 윤리적 사용(Ethics of Technology)’을 의미한다. 얼굴인식 기술이 다양한 곳에서 접목되면서 생체정보의 활용과 이와 관련해 개인정보보호에...
170,"이루다 다시 온다… 스캐터랩, ‘이루다2.0’ 클로즈 베타 테스트 진행",2021.12.20.,스캐터랩은 이루다를 2020년 12월 출시했다가 2021년 1월 서비스 잠정 중단 이후 스캐터랩 AI 챗봇 윤리 준칙을 제정하고 신뢰할 수 있는 인공지능 모델 개발에 역량을 집중해왔다. 먼저 스캐터랩은 AI 기술 및 제품 개발 전반에 걸쳐 가이드라인이 될 수 있는 총 5가지 AI 챗봇 윤리 준칙을 수립했다. 스캐터랩 AI...
173,삼성 이재용 vs LG 구광모…'200조' 시장서 제대로 붙는다,2021.12.21.,"승현준 올해 초 삼성리서치 소장(사장)은 ""로봇은 인공지능(AI) 기반 개인화 서비스의 정점""이라며 ""하드웨어와 소프트웨어를 최적화한 결합을 통해... 글로벌 전자산업을 리드하는 삼성과 LG도 로봇에 투자를 확 늘릴 것으로 보인다""며 ""앞으로는 AI 윤리나 보안, 로봇 사고로 인한 보험 등에 대한 연구가..."
174,교만에 빠지면 ‘근원적인 정체성’ 깨닫을 수 없어,2021.12.21.,"자의식과 자유의지 지닌 초월적인 존재 2016년 구글 딥마인드(DeepMind)가 개발한 인공지능(AI) 바둑 프로그램 ‘알파고’가 이세돌 9단을 상대로 바둑... 오히려 하느님께서 부여하신 특별한 선물인 ‘초월적인 자의식’, 즉 ‘자아’가 교만에 빠져 하느님께 순종하지 않는 영적이고 윤리적인 불순종을 경계해야..."
175,"부경대, '정보융합대학 신설' 단과대 혁신 나섰다",2021.12.21.,"부경대는 22일 오후 1시 30분 향파관 2층 회의실에서 신설 단과대학인 정보융합대학 출범 기념 워크숍 'AI시대, 교육의 미래를 엿보다'를 온라인 방식으로... 이사의 '인공지능과 윤리' 등 강연이 진행됐다. 송하주 정보융합대학 설립위원장은 ""이번 단과대학 신설로 새로운 학문과 산업 발전을 이끌고, 특성화된..."
176,[Who Is ?] 김동섭 한국석유공사 사장,2021.12.23.,"△청렴·반부채 정책 추진 김동섭은 윤리경영 강화 및 기업 투명성 확대를 위해 힘쓰고 있다. 한국석유공사는 2021년 10월 반부패·청렴 정책 추진의... "" (2021/06/08, 한국석유공사 사장 취임사에서) ""인공지능(AI)의 제조현장 적용의 가장 큰 장점은 지금까지 많은 경험이나 숙련도에 의존했던 업무가 데이터화..."
177,향후 10년 좌우할 올해 하이테크 분야 글로벌 변화는?,2021.12.23.,"이투데이=김나은 기자 | 팬데믹으로 새로운 유형 소비자 등장...기업 대응 분주 AI 활용 영역 대폭 확대...윤리 규범 제정돼 AR·VR 비약적 발전...관련... 하지만 대부분 챗봇의 '기계스러움' 때문에 고객 서비스 질 저하가 이어지자 인공지능(AI)을 활용해 챗봇의 기능 개선에 나서는 기업들이 늘어났다. 또한, 전..."
178,"삼성전자, WBA '디지털 포용성 평가' 글로벌 4위",2021.12.23.,삼성전자는 이번 '디지털 포용성' 평가에서 ▲인공지능(AI) 분야에서 공정성·투명성·책임성을 추구하는 'AI 윤리 원칙' 공개 ▲사외 스타트업 육성 프로그램인 'C랩 아웃사이드'를 통한 기술혁신 생태계 기여 등에 대해 높은 점수를 받았다. 또 ▲색을 잘 구별하지 못하는 시청자를 위해 적색·녹색...
181,"한화테크윈, ‘2022 영상보안업계 트렌드 5가지 T·I·GE·R’ 발표",2021.12.20.,T는 ‘인공지능(AI) 엣지 컴퓨팅’의 시대(The era of ‘AI Edge Computing’)를 말한다. 영상보안 분야에서 ‘엣지 컴퓨팅’의 역할이 더욱 강화될... E는 ‘책임있고 윤리적 사용(Ethics of Technology)’을 의미한다. 얼굴인식 기술이 다양한 곳에서 접목되면서 생체정보의 활용과 이와 관련해 개인정보보호에...
182,"“한국, 일본‧EU와 달라” 내년 디지털플랫폼 진흥정책 제안",2021.12.20.,"예를 들어, 인공지능(AI) 활용 신기술 플랫폼 사업을 발굴해 선도사업으로 진행하거나 환경보호‧사회약자배려와 같은 플랫폼 사업을 전개하면... 4분과에서는 ▲AI윤리 교육 콘텐츠 개발 기준 마련(12월) 및 콘텐츠 제작(내년 하반기) ▲온라인 검색‧추천 서비스 투명성 가이드라인 ▲AI윤리 자율점검표..."
185,[27일 상한가 총정리] 웰바이오텍 퍼스텍 휴니드 자안바이오 에브리봇 주가 강...,2021.12.23.,"앞서 지난 16일 베트남 윤리위원회는 지난달 나노젠이 제출한 나노코박스의 임상3상 중간 보고서를 검토했다. 윤리위원회는 만장일치로 나노코박스의... 이재용 삼성전자 부회장 역시 지난 8월 시스템 반도체와 바이오, 차세대 통신, 인공지능(AI)과 로봇 등에 향후 3년간 240조원을 신규 투자하겠다고..."
186,[SDF 다이어리] 메타버스 창시자에게 배운 '아바타와의 소통의 비밀',2021.12.21.,마지막으로 윤리적인 이슈에 대해 여쭙고 싶습니다. 기술이 좋아지다 보니 이제는 진짜 사람인지 캐릭터인지 구분하기 어려운 지경에까지 왔지요.... [1] 인공지능(AI) 기술을 이용해 제작된 가짜 동영상 또는 제작 프로세스. 딥러닝(deep learning)과 페이크(fake)의 합성어. [2] 실제 사람의 얼굴을 촬영한 후...
187,[한강로에서] '남들 하는 거 말고',2021.12.08.,"살다 살다 이제는 'AI(인공지능) 선거'까지 보게 된다. 얼굴이며 몸집, 목소리까지 완전히 똑같다. 누가 보아도 영락없이 그 모습 그대로다. 인공지능... 극대화한 '인공 후보'가 유권자들의 판단과 선택을 왜곡시킬 수 있다는 비판도 적지 않은 상황이다. 하지만 이런 정치 윤리 문제를 떠나 더욱 중요한 것은..."
188,"부경대, '정보융합대학 신설' 단과대 혁신 나서",2021.12.08.,"부경대는 22일 향파관 2층 회의실에서 신설 단과대학인 정보융합대학 출범 기념 워크숍 'AI시대, 교육의 미래를 엿보다'를 온라인으로 개최했다. 부경대는... 이사의 '인공지능과 윤리' 등 강연이 진행됐다. 송하주 정보융합대학 설립위원장은 ""이번 단과대학 신설로 새로운 학문과 산업 발전을 이끌고 특성화된..."
189,"임혜숙 과기정통부 장관 ""디지털 플랫폼 지속 성장 환경 마련""",2021.12.23.,"내년에는 인공지능(AI) 허브가 제공하는 데이터‧AI 등을 스타트업 등이 쉽게 활용할 수 있도록 AI허브의 접근성‧활용성 확대를 검토하고 플랫폼... 4분과에서는 기업들이 자율적으로 투명성·신뢰성을 확보할 수 있도록 정부가 준비 중인 온라인 검색·추천 서비스 투명성 가이드라인, AI윤리 자율점검표, AI..."
191,"한화테크윈 ""내년 영상보안업계 트렌드는 '타이거(T.I.G.E.R)'""",2021.12.20.,"있는 인공지능 반도체를 말한다. 보다 빠르고 효율적인 알고리즘 개발과 이를 위한 AI 데이터 학습 방법도 주목받고 있다. 한화테크윈은 이 같은... E는 '책임있고 윤리적 사용(Ethics of Technology)'을 말한다. 스마트 시티, 스마트 팩토리, 스마트 스토어 등 영상보안 장비의 활용도가 높아지고 다양한..."
193,"""백신 속 미생물"" 괴담 퍼뜨린 의사... 의협 ""신뢰 하락"" 제소 검토",2021.12.20.,"중앙윤리위원회에 해당 회원 제소를 적극적으로 검토하겠다""고 밝혔다. 앞서 13일 산부인과 의사라고 주장한 A씨는 학부모 단체 기자회견에서 ""코로나19... 향해 ""힘들고 씁쓸하지만 그래도 계속 이야기한다. 인공지능(AI)이라고 비아냥거리면 어떤가. 우리 아이들이 코로나19로부터 안전할 수 있다면야""라고 썼다."
194,"씨큐브코딩, 2022 겨울방학 코딩캠프 수강생 모집",2021.12.22.,"초·중·고 정규 교육과정을 통해 디지털 지식과 기술, 윤리 의식, 디지털 응용력 등을 향상한다는 계획이다. 인공지능, 빅데이터 등 신기술 관련... 미래 핵심 기술로 주목받는 인공지능과 메타버스 관련 특강도 눈길을 끈다. AI 특강은 이미지나 소리를 인식하는 AI 프로그램과 앱을 만들거나..."
195,‘이루다2.0’ 예고에 뿔난 개인정보 유출 피해자들...“재판부터”,2021.12.22.,"혐오·차별발언, 개인정보 유출 등으로 각종 논란을 빚었던 인공지능(AI) 챗봇 ‘이루다’가 내년 재출시를 예고한 가운데, 집단소송을 진행 중인... 한편 스캐터랩은 지난 1월 서비스를 잠정 중단하고 ‘챗봇 윤리 준칙’을 정비, 서비스를 고도화했다고 밝혔다. 약 3000명을 선발해 내년 1월11일부터 3주간..."
196,[아침을 열며] 「창조적 사고」는 마감이 없다,2021.12.22.,"생각하는 사람은 대개 가치와 윤리, 도덕적 이상을 추구한다. 또한 창조적인 사람은 어제와 오늘의 아날로그적 상황에서 디지털적 테크닉으로 내일과... 시나브로 인공지능(AI)이 우리 생활 깊숙이 들어와 있다. AI를 모르면 때로 까막눈 취급을 받는다. 안 그래도 MZ 세대가 급부상하는 시대라, 툭하면 '꼰대' 소리..."
197,[더밸류 재계]삼성전자∙포스코∙SKT∙한라…디지털 평가∙추모음악회∙블록체...,2021.12.22.,삼성전자는 올해 지속가능성의 관점에서 △’AI(인공지능) 윤리 원칙’ 공개 △스타트업 육성 프로그램 ’C랩 아웃사이드’를 통한 기술혁신 생태계 기여 등 성과를 인정받아 지난해 10위에서 올해 4위로 순위가 올랐다. 평가 대상 150개 ICT(정보통신기술) 기업 가운데 아시아 기업으로는 1위다. WBA...
199,"한화테크윈, 내년 시큐리티 트렌드 키워드 ‘타이거(T.I.G.E.R)’",2021.12.20.,"한화테크윈은 여전히 기승을 부리는 코로나로 인한 경제활동 위축, 이제는 일상이된 비대면 생활, 점점 높아지는 보건·안전·윤리 기준 등 사회 전반에서 많은 변화가 예상되는 임인년 범띠 해를 맞아 꼽은 화두는 ‘타이거(T.I.G.E.R)’다. T는 ‘인공지능(AI) 엣지 컴퓨팅’의 시대(The era of ‘AI Edge..."
203,"[중국은, 왜] 돈줄·부품 차단한 美 ""중국 4차산업혁명 목줄 끊는다""",2021.12.08.,반도체·슈퍼컴퓨터·인공지능(AI) 등 중국의 4차산업혁명 핵심기업들 24개가 포함됐다고 합니다. 블랙리스트에 오르면 핵심 부품이 차단됩니다. 중국은... 기업AI를 제외한 다른 단계에선 미국과 대등하거나 추월할 것으로 전망했습니다. 지각AI 같은 경우는 체제 특성상 기술윤리적 이슈 고민 없이 막대한...
204,삼성전자 디지털 포용성 세계 4위 평가,2021.12.08.,"삼성전자는 이번 디지털 포용성 평가에서 인공지능(AI) 분야에서 공정성·투명성·책임성을 추구하는 'AI 윤리 원칙' 공개, 사외 스타트업 육성 프로그램인 'C랩 아웃사이드'를 통한 기술혁신 생태계 기여 등에 대해 높은 점수를 받았다. 또 색을 잘 구별하지 못하는 시청자를 위해 적색·녹색·청색을..."
205,"[로봇 미래예측 2030 대담회]“초고령화 위기를 기회로, K-로봇 선도국가 도약...",2021.12.08.,K-로봇은 초고령화된 한국에서 로봇기술의 새로운 사회적 역할과 윤리적 지향점을 가장 압축적으로 나타낸다. 초고령화 위기를 기회로 삼아서 로봇을 재규정하고 인구구조의 취약점을 인공지능(AI) 로봇기술로 증강보완 했다. 인구고령화는 대부분 국가가 맞이하는 현상으로 K-로봇 한류는 세계시장에...
206,"[로그人] 진승혁 클레온 대표 ""AI로 의사소통 장벽 허물겠다""",2021.12.19.,컬처 콘텐츠 인공지능(AI) 기업 클레온이 자체 개발한 ‘딥휴먼 기술' 기반의 서비스 ‘카멜로’와 ‘클링’이 시장에서 주목을 받는다. CES 2022... 딥페이크나 윤리적 문제를 방지하기 위해 포르노나 유명인 불법 촬영물을 걸러내는 필터도 만들었다. 클론은 2022년 1분기 출시될 가상인물 챗봇이다. 화상 채팅...
207,"부경대, ‘정보융합대학 출범기념 워크숍’ 온라인 개최",2021.12.22.,"부경대는 22일 오후 1시 30분 향파관 2층 회의실에서 신설 단과대학인 정보융합대학 출범 기념 워크숍 ‘AI시대, 교육의 미래를 엿보다’를 온라인으로... 이사의 ‘인공지능과 윤리’ 등 강연이 진행됐다. 송하주 정보융합대학 설립위원장은 “이번 단과대학 신설로 새로운 학문과 산업 발전을 이끌고..."
208,"한화테크윈, 임인년 영상 보안 전망 발표",2021.12.20.,"보안기업 한화테크윈이 코로나로 인한 경제활동 위축, 일상이 된 비대면 생활, 높아지는 보건·안전·윤리 기준에 따라 많은 변화가 예상되는... 인공지능(AI)이 결합되면서 CCTV는 보안의 영역을 넘어 거의 모든 분야에서 활용되고 있다. CCTV가 사람의 눈처럼 시각 정보를 수집하고 AI는 이를 분석해..."
211,[Who Is ?] 안영배 한국관광공사 사장,2021.12.20.,"스마트관광도시로 시범 선정된 도시들은 4차 산업혁명 관련 첨단기술인 인공지능(AI), 증강현실(AR), 가상현실(VR), 5세대(5G) 이동통신 등을 관광서비스에... 2021년 3월25일 정부 공직자윤리위원회의 공직자 재산등록사항 공개내역에 따르면 안영배는 본인과 배우자, 장남의 명의로 모두 13억7958만 원의 재산을..."
212,[데스크칼럼] 글로벌 100대 스타트업도 한국에 오면 불법이다?,2021.12.22.,"리걸테크, 인공지능(AI/ML) 등이다. 공교롭게도 이 분야들에서 기존 산업과의 마찰이 늘어나는 모양새다. 먼저 눈에 띄는 곳이 첨단기술 기반의 법률... 양측은 변호사윤리장전 조항 신설과 효력정지 가처분 신청으로 팽팽히 맞서고 있다. 변협은 이들이 사실상 '사무장 로펌'이라는 주장이고, 여기에 맞서는 이..."
213,"고승범 ""플랫폼 데이터 독점·편향적 서비스 감독""",2021.12.22.,"AI(인공지능) 등 신기술 활용도를 제고하겠다고도 했다. 그는 ""금융회사의 경쟁력은 AI 기술을 여하히 활용할 수 있는 능력에 달려있다""며 ""업권별... 반영한 'AI 가이드라인 세부지침'을 마련해 기술 활용을 적극 지원할 계획""이라고도 했다. 다만 ""개발단계에서부터 AI에 윤리의식을 입힘으로써 편향성 있는..."
214,[2022 정시 입학정보] 숭실대학교,2021.12.10.,"특히 AI융합학부와 기계공학부, 정보통계보험수리학과가 함께하는 'AI모빌리티 융합전공'은 인공지능과 자율주행, 차세대 모빌리티 기술(V2X 등)... AI융합학부에서는 4가지의 교육 철학을 중심으로 AI기술 기반 융합형 인재를 육성하고 있다. 4가지의 교육 철학은 ▲윤리적인 소프트웨어 기술 인재 교육..."
215,"[MODU가 주목하는 대학] 교육에서 학습으로, 학습에서 실천으로, 경희대학교",2021.12.10.,"또, 2022학년도에 새롭게 개설되는 인공지능학과에서는 컴퓨터공학 지식을 공부하고, 다양한 실무 위주 교육으로 AI 분야 지식과 실무 경험을 두루 쌓을 수 있다. 이로써 인간 중심의 윤리의식을 갖추고 AI 기술을 사회에 적용할 수 있는 전문가로 성장하게 된다. 약학과 6년제 개편, 규제과학 신산업을 견인하다..."
216,중등교원 양성 규모 줄인다…사범대 나와야만 국영수 교사된다,2021.12.10.,"인공지능(AI), 드론 등 신규분야 교직과정은 입학정원 30% 내에서 운영이 가능하도록 해 현행 10%보다 확대하고 교원자격증 표시과목 신설 등을 검토한다.... 이 밖에 교원 양성 과정에서 윤리의식, 인성 등 바른 교직관을 갖춘 교원을 양성할 수 있도록 대학 생활 기록 등을 종합적으로 검토하는 적·인성..."
217,"부경대, '정보융합대학 신설' 단과대 혁신 나섰다",2021.12.10.,"23일 부경대에 따르면 지난 22일 오후 1시 30분 교내 향파관 2층 회의실에서 신설 단과대학인 정보융합대학 출범 기념 워크숍 'AI시대, 교육의 미래를... 이사의 '인공지능과 윤리' 등 강연이 진행됐다. 송하주 정보융합대학 설립위원장은 ""이번 단과대학 신설로 새로운 학문과 산업 발전을 이끌고, 특성화된..."
220,"부경대학교, 단과대학 신설⋯정보융합대학 출범",2021.12.10.,"부경대는 22일 향파관 2층 회의실에서 신설 단과대학인 정보융합대학 출범 기념 워크숍 'AI시대, 교육의 미래를 엿보다'를 온라인 방식으로 개최했다.... 대학의 역할: 실무기술 인력의 양성을 중심으로', 네이버 송대섭 이사의 '인공지능과 윤리' 등 강연이 진행됐다. /부산취재본부=이도식 기자 /부산취재본부="
223,로봇이 번식을? 세계 최초 세포로봇 자가복제 성공,2021.12.08.,환경·의학 분야 활용도 무궁무진 연구팀은 인공지능(AI)의 도움을 받아 제노봇이 더 효과적으로 복제할 수 있는 방법을 찾아 나섰다. 슈퍼컴퓨터... 반면 한편에서는 제노봇이 기계냐 아니면 살아 있는 유기체냐를 두고 윤리적 논쟁이 벌어지고 있다. 제노봇의 성질이 생명체와 기계의 경계에 있기 때문이다....
224,"송진희 광주디자인진흥원 신임 원장...""디자인 선진화·지역산업 발전에 최선...",2021.12.08.,"아래 AI산업과 문화콘텐츠산업 육성, 3대 뉴딜정책 등을 추진하고 있다""면서 ""인공지능 등 지역산업과 연계된 디자인, 아시아문화중심도시와 디자인, ESG와... 화합의 문화, 유연하고, 서로 신뢰하는 조직문화를 만들고, 나아가 진흥원의 사회적 책임과 윤리경영을 실천해 나갈 것""이라고 말했다."
225,한화테크원 내년 영상 보안 트렌드는 '타이거(T.I.G.E.R)',2021.12.08.,"우선, T는 'AI(인공지능) 엣지 컴퓨팅'의 시대를 말한다. 영상보안 분야에서 '엣지 컴퓨팅'의 역할이 더욱 강화될 전망이다. 영상보안에서 '엣지 컴퓨팅... E는 '책임있고 윤리적 사용'을 의미한다. 얼굴인식 기술이 다양한 곳에서 접목되면서 생체정보의 활용과 이와 관련해 개인정보 보호에 대한 관심도..."
226,"삼성전자, 디지털 포용성 평가에서 '구글' 제쳐",2021.12.08.,삼성전자는 이번 '디지털 포용성'' 평가에서 ▲인공지능(AI) 분야에서 공정성·투명성·책임성을 추구하는 'AI 윤리 원칙' 공개 ▲사외 스타트업 육성 프로그램인 'C랩 아웃사이드'를 통한 기술혁신 생태계 기여 등에 대해 높은 점수를 받았다. 또한 ▲색을 잘 구별하지 못하는 시청자를 위해 적색...
227,오미크론 출현 확인부터 화성 탐사선 착륙 성공까지,2021.12.15.,"지난해 12월 구글과 결별한 뒤 윤리적으로 강화된 편견 없는 인공지능(AI)을 개발하기 위한 연구소를 설립한 팀닛 게브루와 컴퓨터로 번역한 말도 안 되는 구절이 담긴 엉터리 논문 수천 건을 찾아낸 컴퓨터 과학자 기욤 카바낙, AI를 이용해 단백질 구조를 예측하는 알파폴드(AlphaFold)의 코드를 공개한 영국..."
