Unnamed: 0,제목,날짜,본문
161,LG가 강조하고 나선 'AI 윤리원칙' 무엇이 담겼나?,2022.08.18.,"ⓒ데일리포스트=이미지 제공 / LG그룹 |데일리포스트=송협 선임기자| ""인간이 AI(인공지능)를 어떻게 바라보고 활용하느냐에 따라 그 가치의 평가는 달라질 것으로 보입니다. LG는 AI 윤리원칙 수립을 통해 인간과 AI의 공존의 연구를 지속하며 고객 가치를 창출하도록 노력하겠습니다."" (배경훈 LG AI연구원장)..."
162,"한국인공지능법학회 ""법조계 AI 도입 시 생산성 향상""",2022.08.18.,아울러 세미나에서는 건강한 산업 발전을 위해 데이터 활용을 위한 정책 개선과 AI 윤리 문제를 해결하기 위한 기준 정립이 필요하다는 의견도 제시됐다. 고학수 한국인공지능법학회 학회장은 “이번 논의를 통해 국내 리걸테크의 현실을 객관적으로 진단하고 관련 전문가가 지속적인 교류를 통해 선진적인...
163,"모바일 사진 편집 앱 '라이트릭스', 자사 앱에 AI 기반 이미지 생성 툴 통합",2022.08.18.,"출처: Lightricks 최근, 인공지능(AI)이 간단한 명령어에 적합한 이미지를 완성할 수 있는 능력을 입증하는 사례가 증가했다. 그리고 지난 7월, 오픈AI... 최근, 할리우드 스타 니콜 키드먼의 사진과 AI 이미지 생성 툴을 악용해 악의적인 이미지를 생성한 사례를 포함한 윤리적 문제가 제기되었다...."
164,"[기고] 인공지능 메타버스 시대, 대학 교육의 미래 전략",2022.08.18.,"인공지능 메타버스 시대 대학 교육 환경의 변화 4차산업혁명 인공지능 메타버스 시대를 이끄는 핵심 기술은 인공지능(AI), 사물인터넷(IoT), 빅데이터(Big... 이 부분에 해당되는 역량으로는 인성·윤리의식, 문화예술 소양, 자아 긍정 관리, 미래리더쉽 등의 역량이 해당된다. 세 번째 역량으로는 협력하는 사회 역량..."
165,"한국인공지능법학회, 로톡 등 리걸테크와 공개세미나 진행",2022.08.18.,인공지능(AI) 관련 법률과 윤리적 사안을 연구하고 정책을 모색한다. 학회장은 고학수 서울대 법학전문대학원 교수다. 로톡은 로앤컴퍼니가 운영하는 법률 서비스 플랫폼이다. 리걸테크는 법률과 기술의 결합을 통해 새로운 법률 서비스를 제공하는 스타트업이다. 18일 법조계에 따르면 한국인공지능법학회는...
166,'이루다 사태' 막는다… 교육 분야 AI 윤리원칙 첫 제정,2022.08.10.,"인공지능(AI)을 활용한 교육이 활발해지는 가운데 교육 분야의 인공지능 윤리원칙이 처음으로 마련됐다. 교육부는 10일 개발자와 교육 당사자들이 함께 준수해야 할 '교육분야 인공지능 윤리원칙'을 발표했다. 정부 국정 과제에 '100만 디지털 인재 양성', '모두를 인재로 양성하는 학습 혁명' 등이 포함됐고, 이미..."
167,"TTA-한전 전력연구원, 디지털솔루션·AI 신뢰성 확보 나선다",2022.08.10.,"그러나 장애나 결함 발생 시 파급 효과가 크고 예상치 못한 사회‧윤리적 이슈 및 위험에 대비하여, 성능 및 신뢰성에 대한 철저한 검증이 필요하다.... 및 인공지능 산업 발전과 신뢰성 인식 확산을 기대하고 있다. TTA AI융합시험연구소 박철순 소장과 한전 전력연구원 디지털솔루션연구소 이주현 소장은..."
168,"서울디지털재단-IAAE 국제인공지능&윤리협회, 디지털 윤리 분야 공동 협력",2022.08.10.,"전창배 IAAE 국제인공지능&윤리협회 이사장은 “AI 지능형 도시, 스마트 시티는 결국 기술과 빅데이터를 통해 가능하다. 도시와 시민들이 각 분야에서 생성해 내는 빅데이터와 AI 기술·메타버스 기술을 활용하면 도시에서 일어나는 각종 문제들을 해결하고, 시민에게 편익을 가져다 줄 수 있다. 이러한..."
169,"‘제 2의 이루다 사태 ’ 안돼…진화한 AI, 혐오 표현 순화 나서",2022.08.10.,"홍어는 절대 안 됩니다.” 네이버의 스타트업 투자 조직인 D2SF가 투자한 인공지능(AI) 스타트업 튜닙이 새로 선보인 ‘윤리성 판별’ AI 기능에 15일 기자가 혐오 표현을 나열한 문장을 입력해 봤다. 그 결과 혐오 표현을 탐지하는 AI는 “차별은 인간의 본성입니다. 어린이나 노인, 한국 남자나 한국 여자..."
170,[기고] 지속가능성을 높이는 AI 기술의 활용,2022.08.15.,"기업은 지속 가능한 목표는 무엇인지, ESG 경영 실천을 위해 필요한 것은 무엇인지 고민하기 시작했고, 생산 활동 중 탄소 배출량을 감축하고 윤리적인... 이에 따라 인공지능(AI) 기술의 발전도 자연스럽게 이뤄졌다. 많은 경영인들이 AI의 편견 없는 판단을 통해 합리적인 의사 결정이 가능하다고 말한다...."
171,"교육분야 인공지능 윤리원칙 발표…교사들 ""글쎄""",2022.08.01.,"[기자] 교육부는 최근 '교육분야 인공지능(AI) 윤리원칙’을 발표했습니다. 먼저 적용 대상은 교육기관 및 교육활동을 지원하는 행정기관에서 활용되는 인공지능입니다. 이어 윤리원칙 권리.책임주체는 학습자, 학부모 등 교육 당사자와 관계자입니다. 특히 윤리원칙에는 대원칙이 담겼습니다. 바로 '사람의..."
172,"'혐오 논란' 이루다 사태 재발 막자…교육부, AI 윤리원칙 마련",2022.08.10.,지난해 8월 서울시교육청이 '인공지능의 공공성 확보를 위한 현장 가이드라인'을 마련하기도 했다. 지난해 11월 UNESCO도 '인공지능 윤리 권고'를 내놓고 우리나라를 포함한 회원국들에 법적 절차를 포함한 AI 윤리 권고를 적용할 것을 제안한 바 있다．
173,시 쓰고 그림 그리고… 예술영역 넘보는 AI,2022.08.10.,"변순용(한국인공지능윤리학회장) 서울교대 교수는 “AI에게 인터넷에 있는 데이터를 그대로 학습시키면 편향성 문제가 발생할 수밖에 없다”면서 “AI가 학습하는 데이터에 등급제를 도입해 대상, 용도에 따라 학습 데이터를 달리하는 기준을 세우는 것도 한 가지 방법”이라고 밝혔다."
174,인공지능 아래 美 연방 정부 지도자들 한자리에... AI 세계 정부 컨퍼런스 개...,2022.08.10.,"AI World Government 참여기관 로고 이미지 인공지능(AI) 분야의 미국 연방 정부 지도자들과 정책가들이 한자리에 모이는 최고의 컨퍼런스인... 프레임워크, AI확장성, 인간 중심 AI, 투자 비즈니스 사례, AI 리더십 및 혁신, AI 및 지속 가능성, 인재 및 변화 관리, 사이버 보안 및 위험 관리, AI윤리 및..."
175,"[인싸랑] 우영우 vs. 인공지능 변호사, 누가 이길까?",2022.08.10.,"인공지능 세상에서는? 우리의 직업, 인공지능으로 대체될까? 인공지능을 연구하는 법학자 고학수 교수의 무물! 지금 [인싸랑]에서 확인하세요! #인공지능 #AI #고학수 #인공지능윤리 #프라이버시 #인싸랑 #싸바나 #조주연 연출 맹혜림 취재 조주연 촬영 윤재우 김용균 고광현 뉴스그래픽 김지현 CG 김용은"
176,"""인공지능‧AI, 어떻게 활용하느냐에 미래 법률서비스 좌우""",2022.08.01.,"최근 인공지능(AI) 기술의 급격한 발전으로 법률 분야에서도 서비스·정책·제도 등의 제반 분야에서 변화가 일면서 이에 대응하기 위해 각 분야의... 토론 세션에서는 실무 관점에서 법률과 인공지능을 접목한 기술 활용 제안, 데이터 활용을 위한 정책 개선의 필요성, 인공지능에 제기되는 윤리 문제를 해결하기..."
177,[보일스님이 들려주는 인공지능이야기] <25> 인공지능 '달리 2'와 불교➀,2022.08.18.,일론 머스크가 설립한 인공지능 연구소 오픈AI에서는 작년에 출시한 '달리 1'의 성능을 대폭 향상한 달리 2를 세상에 내놓았다. 사과나 축구공이라고... 문제는 이러한 인공지능이 단순히 알고리즘에 그치는 것이 아니라는 점이다. 윤리적 편향성 문제가 크게 대두될 것이다. 이용자가 단순히 무슬림을 입력했을...
178,[쫌아는기자들] 10대~20대와 잡담하는 친구AI ‘이루다’ 재등장,2022.08.18.,역설적이게도 사람이 아닌 AI라서 가능하겠구나 했죠.” -섬뜩할 수도 있죠. 윤리 문제요. 최근에 구글 연구원의 람다 논란이 있었죠. 이 얘기를 들을... 인공지능이 카메라로 눈앞의 상황을 찍으면서 이게 무슨 상황인지 이해하는 능력이 생기는거죠. 지금은 물리적인 공간으로 AI가 나와서 인터렉션 하는...
179,"[주간 IT] ""제2의 이루다는 없다""…보안성 높인 AI반도체 등장",2022.08.17.,몇 년전 인터넷을 뜨겁게 달군 AI(인공지능) 챗봇 '이루다'를 기억하는가. 사람과 대화하듯 생생한 실재감을 전달해 출시 초기 뜨거운 관심을 받았다. 하지만 장애인·성소수자 혐오 논란이 불거지면서 오래지 않아 폐지 수순까지 이어진 업계 '흑역사' 중 하나다. 윤리적 문제 뿐이라면 차라리 다행이다....
180,"한국인공지능법학회, '법률인공지능' 현주소 진단",2022.08.18.,"최근 인공지능(AI) 기술의 급격한 발전으로 법률 분야에서도 서비스·정책·제도 등의 제반 분야에서 변화가 이뤄지면서 AI와 법률의 접목을 논의 필요성이... 토론 세션에서는 실무 관점에서 법률과 인공지능을 접목한 기술 활용 제안, 데이터 활용을 위한 정책 개선의 필요성, 인공지능에 제기되는 윤리 문제를..."
181,미 정부 EU AI법 수용할 듯...린 파커 사임해도 영향은 미미,2022.08.10.,"최근 사임한 백악관 국가인공지능계획국 전 국장 린 파커(Lynne Parker)가 2017년에 열린 스위스 제네바 ITU에서 열린 AI for Good Global Summit에서... AI 등장 [관련 기사] 한국지능정보사회진흥원, 황종성 신임 원장 취임 [관련 기사] LG, AI 윤리 점검 TF 발족...연구진 대상 윤리원칙 교육 강화"
182,[기고] 인공지능 확산에 우리는 준비돼있나,2022.08.10.,"특히 인공지능(AI) 시스템의 접목은 가속화되고 있다. 머닝러신(기계학습)을 주된 기반으로 하는 인공지능의 적용 효과는 실로 대부분의 기대치를... 즉, 인공지능의 적용은 그 과정이나 알고리즘을 넘어서 그 결과에 대한 모니터링의 중요성이 대두되고 있다. 사회적 윤리적 개념을 결과 모니터링에 의해..."
183,"교육부, 교육분야 AI 윤리원칙 마련",2022.08.10.,"인공지능(AI)의 안전한 개발과 활용을 위해 교육분야 AI 관련 윤리원칙이 마련됐다. 교육부는 개발자와 교육당사자들이 함께 준수해야 할 '교육분야 AI 윤리원칙'을 확정했다고 10일 밝혔다. '사람의 성장을 지원하는 AI'라는 대원칙으로 했으며, 10대 세부원칙을 제시하고 있다. 인간 성장의 잠재성을 이끌어내고..."
184,저커버그도 저격한 메타 ‘챗봇’의 도발…대략난감 AI,2022.08.10.,예상 밖의 AI 반응에 당황한 메타 “훌륭한 사업가이지만 그의 사업 방식이 항상 윤리적인 것은 아니다.” 의외였다. 예상 밖의 반응에 회사 측도 놀란 기색이 역력했다. 사실상 자신을 잉태시킨 마크 저커버그 메타(옛 페이스북) 최고경영자(CEO)의 도덕적 평가였기에 당혹감은 컸다. 메타의 인공지능(AI)...
185,"방통위, 디지털윤리 창작콘텐츠 공모…인식제고·학습 2개 부문",2022.08.01.,"기사내용 요약 개인·3인 이내 팀으로 참여 가능…9월30일까지 접수 방송통신위원회는 전 국민의 디지털윤리 역량 강화를 위한 '2022년 디지털윤리... 특히 학습 콘텐츠 부문에서는 코로나19로 확산된 온라인 원격 수업용 지도안을 함께 공모해 인공지능(AI), 메타버스와 같은 새로운 기술이 교육현장에서 접목될..."
187,"IAAE 국제인공지능&윤리협회-서울디지털재단, AI, 메타버스 등 디지털 윤리 공...",2022.08.01.,"이에 대해 IAAE 국제인공지능&윤리협회 전창배 이사장은 ""AI 지능형 도시, 스마트 시티는 결국 AI 기술과 빅데이터를 통해 가능하다. 도시와 시민들이 각 분야에서 생성해 내는 빅데이터와 AI기술, 메타버스 기술을 활용하면 도시에서 일어나는 각종 문제들을 해결하고, 시민에게 편익을 가져다 줄 수 있다""며..."
192,UN이 정한 경영 원칙지킨 기업윤리 1위 기업에 LG디스플레이,2022.08.01.,"ESG(환경·사회·지배구조)경영이 기업 가치 판단의 중요 기준으로 떠오른 가운데 기업 윤리 원칙을 가장 잘 준수한 국내 상장사로 LG디스플레이가 뽑혔다. 빅데이터와 AI(인공지능) 기반 ESG 평가기관인 지속가능발전소는 11일 유엔글로벌콤팩트(UNGC)의 인권과 노동, 환경, 반부패 등 4개 분야 10대 원칙을..."
193,"IAAE 국제인공지능&윤리협회-국가수리과학연구소, 산업수학 기반의 인공지능 ...",2022.08.01.,"구체적으로는 ▲AI, 빅데이터, 산업수학, 알고리즘 등 핵심 기술에 관한 공동 연구 개발 ▲설명 가능한 AI 등 인공지능 윤리 분야 문제 해결을 위해 공동 연구 개발 ▲바이오 및 의료, 보안 및 암호화, 초거대 AI 등 분야의 기술과 산업 발전에 기여하는 사업 협력 ▲AI, AI윤리 전문가 양성을 위한 공동 교육 추진..."
194,"교육부, '사람의 성장을 지원하는 AI' 윤리원칙 첫 마련",2022.08.01.,AI의 사용 증가로 AI 윤리 규범이 강조되는 가운데 우리나라도 범정부 '인공지능 윤리기준'에서 각 분야별 여건에 맞는 윤리기준 제정을 권고하고 있다. 교육분야에서는 지난해 11월 국제연합 교육과학문화기구(유네스코)가 학습에 사용되는 AI의 엄격한 관리 필요성을 전 세계에 권고했다. 이번에 마련된...
195,[동아광장/이성주]책임감 있는 AI,2022.08.10.,"보스턴대는 대학 간 연합으로 책임감 있는 AI, 법, 윤리, 사회라는 강좌를 제공하고 있다. 이 강좌에서는 사회 여러 분야에서 인공지능이 활용될 때 발생 가능한 법적 책임, 차별, 투명성 문제들을 다룬다. 영국 케임브리지대에서는 작년 10월 ‘책임감 있는 AI’ 석사 과정을 개설하여 철학, 기계 학습, 법 등 관련..."
205,"광주시의회, 인공지능 발전 방향 강연",2022.08.01.,광주시의회(의장 정무창)는 '광주 인공지능 R＆D 발전 방향 분석' 특강을 열었다고 7일 밝혔다.지난 5일 오전 시의회 대회의실에서 열린 강연은 광주 AI 산업과 정책 지식 확장을 위해 마련됐다. 강연은 시의원·의회사무처 직원 등 50여명을 대상으로 인공지능 전문가인 정민석 인공지능윤리연구소 연구원을...
211,"광주시의회, 인공지능 전문가 초청 강연",2022.08.07.,광주 AI중심도시 발전전략 초청 특강./광주시의회 제공 광주광역시의회(의장 정무창)는 5일 오전 8시 시의회 대회의실에서 시의원·의회사무처 직원 50여 명을 대상으로 '광주 인공지능 R&D 발전방향 분석'을 주제로 인공지능 전문가인 정민석 인공지능윤리연구소 연구원 초청 특강을 개최했다고 7일 밝혔다....
213,"당진교육지원청, 충남형 인공지능교육 교원 연수 실시",2022.08.30.,"실습 △인공지능 윤리교육 이해 △마주온 이해 및 소통톡·수업톡·미래톡 살펴보기 등의 주제로 진행된다. 김용재 교육장은 ""이번 연수로 우리 학생들의 컴퓨팅 사고력 신장과 함께 인공지능 활용 인재로 성장할 수 있는 밑거름이 될 것으로 기대되며, 앞으로도 SW, AI학습 기회를 대폭 확대하겠다"" 라고 밝혔다...."
223,"""AI, 7살 수준 자의식"" 주장했다 해고…실제 어느 정도?",2022.08.06.,"[주재걸/KAIST AI대학원 교수 : 실생활에 많이 인공지능 기술들이 녹아들고 있는 만큼 여러 윤리라든지 사회 문제들을 지금부터 신경 써야합니다.] 개발 기업들에게 이 문제를 맡겨두는 것을 넘어서, 사회적 차원에서 논의가 이뤄져야 할 때가 됐습니다."
229,초등 1·2학년 국어수업 34시간 늘려 문해력 키운다,2022.08.31.,초등학교에서는 놀이·체험을 통해 간단한 프로그래밍을 배우고 중학교에서는 컴퓨팅 사고 과정 이해와 실생활 중심의 인공지능(AI) 윤리 등을 배운다. 고등학교에서는 진로에 따른 코딩 실습 등 다양한 선택과목을 개설할 방침이다. 영어·수학·과학·사회 등 주요 교과에도 디지털 교육이 접목된다.
230,'마인드 익스프레션'으로 대화형 AI의 신기원을 연다,2022.08.31.,이 때문에 마인드에이아이는 AI가 영원히 사용될 수 있도록 인간의 가치와 윤리를 AI 제3의 물결을 핵심으로 삼고 있다. AI의 새로운 패러다임을 제시한 마인드에이아이가 인공지능 선도 기업으로 독보적인 기술력을 통해 국내를 넘어 세계인의 삶의 질을 높여갈 테니 기대해 주시라.
231,초등학교 국어 수업 34시간 늘어난다…고교엔 '기본영어·수학' 도입,2022.08.31.,"초등학교는 절차적 문제해결 과정을 놀이·체험 활동을 통한 간단한 프로그래밍으로 체득할 수 있도록 했고, 중학교는 인공지능(AI) 윤리 등이 교육 과정에 포함된다. 고교의 경우 코딩을 비롯해 AI의 기초, 데이터 과학, 소프트웨어(SW)와 생활 등 다양한 선택과목을 개설한다. 고등학교에서는 기본수학과..."
232,교육분야 'AI 윤리원칙' 최초 마련,2022.08.31.,"교육부는 11일, 교육분야 인공지능이 윤리적으로 개발되고 안전하게 활용될 수 있도록, 개발자와 교육당사자들이 함께 준수해야 할 '교육분야 인공지능 윤리원칙'을 확정·발표했다. AI 윤리원칙은 지난 1월 27일 시안 발표 이후 공청회, 전문가 간담회, 국제 의견 조회 등 광범위한 의견 수렴을 거쳐..."
233,"카카오, 증오발언 대응 위한 ‘코딩북’ 제작",2022.08.31.,"위한 인공지능(AI) 기술에 적용할 예정이다”라며 “증오발언을 판별하는 학습 데이터를 구축하고, 이를 실제 서비스에 순차적으로 적용해 나간다는 계획이다”라고 했다. 카카오는 외부 기업 및 기관들에도 코딩북을 공개할 방침이다. 김대원 카카오 인권과 기술윤리팀장은 “디지털 안전은 이용자 인권 보호의..."
234,"""MZ세대 문해력 이대론 안돼""…초등 국어수업 대폭 늘린다",2022.08.31.,초등학교에서는 놀이·체험을 통해 간단한 프로그래밍을 배우고 중학교에서는 컴퓨팅 사고 과정 이해와 실생활 중심의 인공지능(AI) 윤리 등을 학습한다. 고교에서는 진로에 따른 코딩 실습 등 다양한 선택 과목을 개설한다. 교육부는 다음달 13일까지 15일간 시안에 대해 국민 의견을 수렴한다. 제시된...
235,"전주비전대 평생교육원, AI융합교육 자격취득 과정생 등 모집",2022.08.31.,전주비전대학교 평생교육원은 AI 융합 교육 자격취득과정과 데이터라벨러 수료 과정에 참여할 총 40명의 교육생을 오는 19일까지 모집한다고 4일 밝혔다.... 이어 데이터라벨러 수료 과정으로는 ▲인공지능 및 인공지능 윤리 이해 ▲데이터라벨링의 이해 및 인공지능 윤리 이해 ▲인공지능학습용 데이터 구축...
236,"천안교육지원청, 2022 AI교육 교원 전문성 신장 연수",2022.08.31.,"충남 천안교육지원청은 전날부터 12일까지 천안AI꿈키움터에서 천안 관내 초·중 학교 교사를 대상으로 2022 AI교육 교원 전문성 신장 연수를 진행하고... 충남형 인공지능 교육을 이해하고 인공지능 이해, 활용, 융합, 윤리의 영역에서 실제 학교 현장에서 교과별로 적용할 수 있는 실습 위주로 연수를 진행한다...."
237,AI 국내외 전문가 부산에 모인다… ‘AWC 2022 in Busan’,2022.08.22.,"IAAE 국제인공지능&윤리협회에서 주관하는 윤리대전 행사에서는 김태성 MBC플러스 제작센터장, 주윤경 NIA 지능정보윤리팀장 등 AI 윤리 전문가들이 참여해 세션을 진행한다. 한편, 이번 AWC 2022 in Busan은 국내 최대규모 AI 종합 전시회인 ‘AI KOREA’와 동시 개최된다. AI KOREA에서는 AI교육관..."
238,"'인공지능으로 혐오표현 탐지한다'.. 튜닙, 윤리성 판별 등 11가지 자연어처리...",2022.08.22.,"카카오브레인 자연어처리 팀 멤버들이 공동 창업한 자연어처리(NLP) 기반 인공지능 스타트업 튜닙(대표 박규병)이 윤리성 판별, 비식별화 등 11가지 API 를 발표했다. 튜닙은 자연어처리, 초대규모(Hyperscale) AI 등 고난도 AI 기술을 자체 개발 중이며, 지난해 11월 펄어비스캐피탈, DSC인베스트먼트, 네이버..."
240,"""이건 증오 발언입니다""…카카오, '코딩북'으로 기준 세운다",2022.08.31.,"완성된 코딩북은 포털 다음에 적용된 '세이프봇' 등 온라인 콘텐츠나 댓글 공간을 건강하게 하기 위한 인공지능(AI) 기술에 적용할 예정이다. 카카오는... 김대원 카카오 인권과기술윤리팀장은 ""디지털 안전은 이용자 인권 보호의 기본적인 요소로, 카카오는 디지털 기업 고유의 인권 존중과 사회적 책임 이행을..."
241,"전남창조혁신센터, '인공지능분야 취업역량강화 프로젝트' 진행",2022.08.31.,"5일 동안 진행된 교육은 '4차 산업혁명과 인공지능 기초이론'을 시작으로 인공지능 전문강사의 'AI 키트를 활용한 실습형 이론 및 실습체험', '인공지능 윤리와 취·창업 컨설팅'이 차례로 진행됐다. 정영준 센터장은 지역창업체험센터 운영을 통해 ""앞으로도 전라남도교육청과 지속적 협업을 통해 4차산업혁명..."
242,"이영복 제네시스랩 대표 ""사람이 갖는 편견…공정한 AI면접에는 없습니다"" [시...",2022.08.31.,"제네시스랩의 인공지능(AI) 면접은 면접관이 사람이기 때문에 가질 수 있는 차별·편견 등을 배제하고 평가하는 것이 장점입니다."" 지난 2일 서울 중구... 공정성과 AI 윤리 가이드라인을 잘 충족하고 있다는 것을 인정해준 것""이라고 설명했다. 제네시스랩이 AI 면접 솔루션의 공정성을 강조하는 이유는..."
243,"조희연 ""학년별 AI교육 주력, 스마트기기 중·고교 모두 지급""",2022.08.22.,"학교급별 맞춤형 인공지능(AI) 교육과정도 체계적으로 운영한다. 조희연 서울시교육감은 이날 '다양성이 꽃피는 공존의 혁신미래교육' 비전을 바탕으로... 특히 4차 산업 혁명 등 디지털 시대에 맞춰 AI 교육에 주력한다. AI 이해와 활용을 위해 학교급별 맞춤형 교육과정을 운영·지원하고, 디지털 윤리를..."
244,"서울디지털재단, 코엑스에서 '스마트 서울과 AI Sharing' 주제 포럼 개최",2022.08.22.,▲AI 서울포럼 2022 포스터 (사진:서울시) 서울시 디지털재단이 AI 서울 포럼 2022에서 학계전문가들과함께 스마트도시 인공지능 기술을 살피고 AI 윤리에 대해 심도있는 논의를 진행할 계획이다. 서울디지털재단이 8월 29일 코엑스 스타트업 브랜치에서 '스마트 서울과 AI 쉐어링'을 주제로 한 'AI 서울 포럼 2022...
245,게으른 외신 '베껴쓰기'는 '5분의 수고' 아끼기 때문,2022.08.30.,"그는 ""우리를 5000만(대한민국 인구) 중 하나로 인식하기는 쉽지만 (전체 인구인) 80억 중 하나로 여기는 것은 쉽지 않다""며 ""미국과 중국의 패권 등 나라를 구분하는 지정학적 보도들보다 인공지능(AI)시대 앞 인간윤리나 기후 등 글로벌 이슈가 더 중요할 수 있다. 우리에게 어떤 뉴스가 필요한가 고민해야 하는..."
246,"[속보] 백경란 ""바디텍메드 등 직무연관성 주식 처분하겠다""",2022.08.30.,"지난 26일 정부공직자윤리위원회 관보를 통해 공개된 재산공개 자료에 따르면 백 청장이 신고한 재산 중 2억4896만원어치는 상장주식이다. SK바이오사이언스(30주), SK바이오팜(25주), 바디텍메드(166주), 신테카바이오(3332주) 등 직무와 관련성이 있어 보이는 종목들이 포함돼 있다. 인공지능(AI) 신약·유전체..."
247,"조희연, 2025년까지 모든 중·고교생에 '스마트기기' 지급(종합)",2022.08.30.,서울시교육청이 인공지능(AI) 교육 강화를 위해 오는 2025년까지 모든 중·고교생과 교원에게 스마트기기 '디벗'을 지급한다. 학생들이 스마트기기를 휴대... AI 교육과 디지털 윤리를 포함하는 디지털 리터러시 교육을 강화한다. AI 시대와 지능정보화 사회의 바탕이 되는 수학·과학 교육을 강화하기 위해...
248,"인공지능 사회‧윤리적 위험에 대응한다!... 과기정통부-TTA, 'AI 제품‧서비...",2022.08.30.,"특히, 올해 2월에 TTA는 기업‧기관의 실무자가 참고할 수 있는 '신뢰할 수 있는 인공지능 개발 안내서(안)'를 공개하였으며, 올해는 이를 기반으로 인공지능 제품‧서비스 개발 또는 운용 과정에서 발생 가능한 윤리적 이슈 및 위험 발생 요소를 사전 진단하고 개선을 지원하는 컨설팅을 추진한다. 이번..."
249,"카카오, 코딩북으로 인터넷 속 '증오발언' 잡는다",2022.08.31.,"카카오는 코딩북 제작을 내년 상반기에 완료할 예정이며 이를 기점으로 인공지능(AI)를 활용한 사회적 책임을 강조하는 프로젝트를 진행할 계획이다.... 김대원 카카오 인권과 기술윤리팀장은 ""디지털 안전은 이용자 인권 보호의 기본적인 요소""라며 ""사회, 학계, 관계기관 등 이해관계자들과의 협력으로 디지털..."
251,"백경란, 백신 수급 관리 감사 행정력 낭비' 지적에 ""공감한다…일정 협의 하겠...",2022.08.31.,"지난 26일 정부공직자윤리위원회 관보를 통해 공개된 재산공개 자료에 따르면 백 청장이 신고한 재산 중 2억4천896만원어치는 상장주식이다. SK바이오사이언스(30주), SK바이오팜(25주), 바디텍메드(166주), 신테카바이오(3천332주) 등 직무와 관련성이 있어 보이는 종목들이 포함돼 있다. 인공지능(AI) 신약·유전체..."
253,"현대엔지니어링, 지난해 폐기물 재활용율 99.93% 달성",2022.08.30.,현대엔지니어링은 AI(인공지능)·로보틱스·3D 자동화 등 스마트건설기술 고도화와 업무 전분야 정보를 데이터베이스화를 통해 디지털 전환(DT)에... 1%)의 임직원이 전사윤리교육을 이수했다. 현대엔지니어링은 또 리스크 관리를 위해 프로젝트 리스크 관리시스템(ePRM)을 구축했다. 이사회 산하에...
254,"3기 조희연 ""서울형 공립대안학교 만들겠다""…기초학력 보장제 실시",2022.08.30.,"학교급별로 맞춤형 인공지능(AI) 교육과정을 운영할 계획이다. 컴퓨팅 사고력 증진을 위한 정보교육, 디지털 윤리를 포함하는 디지털 리터러시 교육을 강화한다. 현재 중학교 1학년에게만 지급되던 '디벗' 스마트기기를 오는 2025년까지 중고교생과 교원에게 모두 지급할 예정이다. 오는 2023년까지 빅데이터..."
255,"에이아이런, '챗봇과 함께하는 인공지능 윤리 교육' 무료 배포",2022.08.30.,"에이아이런이 '챗봇과 함께하는 인공지능 윤리교육'을 출시했다고 4일 밝혔다. 에이아이런은 챗봇을 통해 인공지능을 배우는 초·중·고 인공지능 교육 전문 회사다. 2021년 이후 전국 60여개의 학교에서 도입해 AI교육을 시행했다. 세밀한 주의없이 데이터를 학습시키다보면 의도하지 않게 혐오, 차별성 있는..."
256,"엘리스, 초중고 디지털 교육 콘텐츠 제작 사업 수주",2022.08.30.,"위한 인공지능(AI) 교육 디지털 콘텐츠 제작’ 사업을 수주했다고 30일 밝혔다. 이 사업은 한국과학창의재단이 초·중·고등학교 현장에 적용할 수 있는 AI 콘텐츠를 개발하는 목적으로 마련됐다. 엘리스는 초중고 대상 코딩 교육 스타트업 ‘디랩’과 기본 개념·윤리 교육부터 데이터, 기계학습, 딥러닝 등..."
258,"카카오, 증오발언 판별 지침서 ‘코딩북’ 제작 착수",2022.08.30.,"제작이 완성되면 온라인 콘텐츠나 댓글 공간의 건전성을 높이기 위한 인공지능(AI) 기술 등에 적용한다는 방침이다. 코딩북은 수집한 데이터를 분석할 수... 김대원 카카오 인권과 기술윤리팀장은 “디지털 안전은 이용자 인권 보호의 기본적인 요소”라며 “사회, 학계, 관계 기관 및 이해관계자들과 협력해..."
260,[#IT라운지] KT-BBQ '업무협약'·U+ 'NFT 민팅'·SK C&C '생태환경교육',2022.08.29.,스탠포드대의 '인간중심 AI 연구소'가 발행하는 'AI 인덱스'의 올해 보고서에서 'AI의 산업화 및 윤리적 문제 증가'라는 주제로 인공지능 윤리 및 데이터 중요성을 강조해 더 많은 관심을 받고 있다. 한국에서는 정부 차원의 인공지능 윤리 기준을 마련하는 토대로 평가받고 있다. ◆자비스앤빌런즈...
261,"[비바100] SR, 환경+상생+신뢰 '국민의 발' START!",2022.08.29.,◇ 윤리경영 강화…사회적약자 교통편의 제고SR은 지배구조 개선을 위해 윤리·투명 경영 강화에 나선다. 윤리경영 표준모델 시행 방안 및... 년 ESG경영 보고서 표지(SR)SR이 운영 중인 SRT 모습(SR)SRT 인공지능(AI) 자원 재활용기(SR)지난 8월 25일 열린 에스알 상생 노사관계 워크숍에 이종국 SR 대표이사(왼쪽...
