Unnamed: 0,제목,날짜,본문
163,[문화와 삶] 순진한 생각,2021.01.13.,2018년 인공지능(AI) 플랫폼 회사 ‘라이브 퍼슨(Live Person)’의 CEO 로버트 로커시오는 ‘포천’에 기고한 칼럼에서 “두 살 된 딸이 아마존의 인공지능 비서... 방송통신위원회는 지난 14일 인공지능 콘텐츠 이용자와 사업자를 대상으로 교육과 컨설팅을 강화하고 윤리 규범을 구체화하여 제도를 개선할 계획이라고...
164,[지평선] AI 사망선고,2021.01.13.,"물론 교육 수준, 거주 지역, 생활 신조 등 피고에 대한 137가지 정보를 종합해 재범 위험을 10단계로 예측하는 일종의 인공지능(AI) 평가 시스템이다.... AI는 이미 논리적으로 인간의 모든 결함을 넘어서는 '초월자'가 되기로 예정된 존재다. 반가우면서 두려운 이유다. AI 개발 과정에서 윤리 준수나 학습 데이터..."
165,"카카오, 국내 첫 증오발언 근절 원칙 수립",2021.01.13.,"이른바 '이루다 사건'으로 '디지털·인공지능(AI) 윤리' 논쟁이 뜨거운 상황에서 업계 선례로 작용할 전망이다. 카카오는 13일 공식 브런치를 통해 '증오... 그러면서 “증오 발언을 근절하기 위해 앞으로도 정책, 기술, 서비스 기획 및 디자인을 고도화하겠다”며 “사내 교육과 모니터링도 강화하겠다”고..."
168,"'이루다' 개발사 스캐터랩 ""조사 성실히 임할 것…업계와 이용자에 사과""",2021.01.13.,"인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩이 계속되는 논란에 사과문을 냈다. 회사는 개인정보보호위원회 및 한국인터넷진흥원(KISA)의 조사에 성실히... 보안 교육을 실시하는 등의 자체적인 노력도 게을리하지 않겠다""고 덧붙였다. 스캐터랩은 일부 내부 직원이 이용자의 대화 데이터를 들여다봤다는 의혹과..."
169,"카카오 ""혐오·증오 발언 강경 대처""…4가지 원칙 발표",2021.01.14.,최근 인공지능(AI) 챗봇 '이루다 사건'으로 디지털·AI 윤리 논쟁이 뜨거운 상황에서 업계 선례로 작용할 전망이다. 카카오는 지난 13일 공식 브런치를 통해... 사내 교육과 모니터링을 강화하는 등 내부로부터의 차별과 증오발언을 경계한다는 내용을 담고 있다. 특히 카카오는 이용자의 인권과 존엄성을 훼손하고...
170,[이상직 변호사의 AI 법률사무소](4)AI알고리즘 가치중립성 확보를 위한 법적...,2021.01.14.,지난해 야당 원내대표의 국회 교섭단체 연설이 포털 메인 화면에 노출되면서 인공지능(AI) 알고리즘을 통한 뉴스 배열이 가치 중립성을 지킬 수 있는지... 첫째 말이 천관녀에게 가지 못하도록 사전에 교육시키는 것이다. 그러나 말의 행동을 예측할 수가 없는데 교육이 가능할까. 즉 AI 알고리즘의 작동 결과를...
171,"[데스크 한마디] 이루다, 사만다 그리고 인간",2021.01.14.,스파이크존스 감독의 '그녀' 영화 포스터 스무 살 여대생 콘셉트의 인공지능(AI) 챗봇 ‘이루다’가 논쟁의 중심에 올랐다. 이 챗봇이 인간의 편향된 대화를 학습해 소수자에 대해 강한 혐오감을 보여 AI 윤리 문제가 대두됐다. 또 이 챗봇을 교육하기 위해 특정 앱의 카톡 내용을 사용한 것이 법적 문제로 비화할...
172,"국어원, 혐오·차별 논란 말뭉치 서비스 중단",2021.01.14.,"AI윤리 침해 논란에 휩싸인 국립국어원의 인공지능(AI) 빅데이터의 일부 서비스가 중단된다. 국립국어원은 18일 빅데이터 공유 플랫폼 ‘모두의 말뭉치’... 국립국어원은 ""자료 구축 시 윤리적 관점에서 선별 기준을 객관화, 구체화하여 제시하고 작업자 대상 교육을 강화하겠다""고 이후 개선 사항을 전했다...."
173,청순했던 요정이 막말 툭툭.. '이루다' 결국 사람이 오염시켰다,2021.01.14.,"한국인공지능윤리협회는 11일 성명을 내고 기업의 AI 윤리 확충 및 소비자 교육 필요성을 강조했다. 협회는 “초·중·고 청소년 시기부터 AI 개발 및 사용 윤리를 가르치고, 새로운 AI 윤리 이슈를 모든 시민에게 교육해야 한다""며 ""AI는 인간의 편익과 행복을 위한 기술이지만, 잘못 개발·사용되면 위험성과..."
174,"[단독] 이루다 만든 스캐터랩 대표 “이루다 논란, 오늘 입장 밝힌다”",2021.01.14.,"이수영 한국과학기술원(KAIST) 인공지능연구센터장은 “AI는 인공적으로 만든 지능인데, 지능은 사람의 두뇌를 모사하기 때문에 AI도 사람의 윤리를... 이준기 연세대 정보대학원 교수는 “AI는 어떻게 교육하느냐에 따라 달라지는데, AI에게 윤리적 기준을 강요하는 것은 무리한 측면이 있다”고 주장했다. 그는..."
177,"이루다가 '혐오 논란' 휩싸인 이유... ""단어 이해 못하고 헛소리""",2021.01.13.,"김학준 데이터 전문가 ""업체 부주의한 측면 있어, 가이드라인 논의 필요"" ▲ 이루다 홈페이지 캡처 ⓒ 스캐터랩 인공지능(AI) 챗봇 '이루다'를 둘러싼... 그러나 이루다는 레즈비언에 대해서 '질 떨어져보이잖아'라고 답하고, 미투 운동에 대해서는 ""오 절대 싫어 미치지 않고서야""라고 말하는 등 윤리적으로 문제가..."
178,‘혐오 발언’하면 카카오 서비스 이용 제한…국내 기업 최초 근절 원칙 제정,2021.01.13.,이른바 ‘이루다 사건’으로 디지털·인공지능(AI) 윤리 논쟁이 불거지자 기존에 준비해온 규정을 선제적으로 내놓은 것이다. 카카오는 13일 공식 브런치를... 사내 교육과 모니터링도 강화해 내부로부터 발생할지도 모르는 차별와 증오의 싹을 경계하기로 했다. 이러한 원칙을 반영해 이날 카카오의 회원 운영정책...
179,"""내 돈 내고 내 카톡 3자까지 돌려진 셈""…이루다 개발사 사과에 이용자 부글...",2021.01.14.,"보안 교육을 실시하는 등 노력하겠다""고 강조했다. 그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다. 성희롱에 이어 장애인·성소수자 혐오 발언으로..."
180,"과기부, 5G특화망·신속진단키트 상용화…코로나 극복에도 총력",2021.01.14.,"데이터 거버넌스, 인공지능(AI) 윤리 방안 등도 마련한다. 4차산업혁명위원회를 데이터 컨트롤타워로 개편해 국무총리가 공동위원장을 맡고 민간... 최근 AI챗봇 '이루다'의 윤리 편향성 논란 등과 관련해 AI 윤리기준 체크리스트를 제작·보급하는 등 교육 프로그램 개발에도 나설 계획이다. 이와 함께 설명..."
181,[기자수첩] AI 챗봇 '이루다' 퇴장이 남긴 교훈,2021.01.14.,"정보통신기술(ICT)의 융합으로 이뤄지는 4차 산업혁명 시대가 가속화하는 가운데, 정부와 기업은 4차 산업혁명에서 핵심 기술로 꼽히는 AI(인공지능)... 현재 보편화돼있는 AI 스피커나 스마트폰 부가 기능으로서 개발된 '시리', '빅스비' 등은 빙산의 일각에 불가하다. 엔터테인먼트를 비롯해 의료·교육·행정..."
182,"AI 챗봇 ‘이루다’ 개발사 스캐터랩 “정부 조사, 성실히 임할 것”…이용자...",2021.01.14.,(사진제공=스캐터랩) 인공지능(AI) 챗봇 ‘이루다’의 개발사인 스캐터랩이 개인정보 유출 의혹 조사에 성실히 임하겠다며 고개를 숙였다. 스캐터랩은 13일... 보안 교육을 하는 등의 자체적인 노력도 게을리하지 않겠다”고 강조했다. 스캐터랩이 서비스하는 ‘이루다’는 최근 성희롱과 장애인·성소수자·인종...
183,‘한국판 뉴딜’ 수출 본격 추진… 5년간 30조 수출금융 지원,2021.01.14.,"D·N·A 융합 산업은 전략단계별로 5G, 인공지능(AI) 등 주요 분야에 대한 국내 실증결과를 해외진출 시 레퍼런스로 활용하고, 글로벌 범용성을 갖춘 사업... 원격교육, 원격근무, 보건·의료 등 수원국과의 협력 수요를 반영한 전략적 디지털 ODA를 추진해 디지털 신 경제질서 주도권 확보도 추진한다. AI 윤리기준..."
184,"""인종·성별·성적지향 등 증오발언 반대"" 카카오의 ESG 첫 걸음",2021.01.14.,"앞서 카카오는 지난 2018년 1월 국내 기업 중 최초로 인공지능(AI) 기술 개발 및 윤리에 관한 규범을 담은 ‘카카오 알고리즘 윤리 헌장’을 발표했으며... 아울러 카카오는 앞으로도 증오발언 근절을 위해 정책, 기술, 서비스 기획 및 디자인을 고도화하는 한편 사내교육과 모니터링을 강화해 내부에서의 차별과..."
188,"이루다 개발사 첫 사과문…""성실히 조사 임할 것…데이터 노출 사과""",2021.01.13.,"보안 교육을 실시하는 등의 자체적인 노력도 게을리하지 않을 것”이라고 언급했다.또한 “앞으로는 스캐터랩의 서비스 운영 원칙이 발전해나가는 인공지능 윤리에 관한 사회적 합의에 보다 부합할 수 있도록 지속적으로 가다듬어, 인공지능을 연구하는 다른 기업들의 모범이 될 수 있는 기업이 되도록..."
189,"방통위, 이루다 논란 재발 방지 위해 관련 제도 정비",2021.01.14.,최근 인공지능(AI) 챗봇 서비스 '이루다'의 AI 윤리 및 개인정보보호 논란을 계기로 방송통신위원회가 관련 제도를 손질합니다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리 규범을 구체화하는 등 정책기반을 마련하기로 했습니다. 방송통신위원회는 오늘(14일) 사람 중심의 AI 서비스가 제공되고...
190,"정부, '디지털 뉴딜' 지난해 1조6000억원 투입, 4만9000명 일자리 찾았다",2021.01.14.,"맞춤형 교육을 지원했다. 디지털 뉴딜의 성공적 추진을 위해, ICT 규제 샌드박스를 통한 지속적인 규제 개선에 나섰고 AI 윤리기준을 마련하고, 공인전자서명제도를 폐지했다. 정부의 이 같은 노력을 통해 우리나라의 '정부 인공지능 준비지수'가 172개국 중 7위(영국 옥스퍼드 인사이츠 조사)를 차지하는..."
191,"‘이루다’ 개발사, ‘깃허브’ 유출 인정…“조사 성실히 임하겠다”",2021.01.14.,"보안 교육을 실시하는 등 노력하겠다”고 덧붙였다. 스캐터랩은 “이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다”며 “AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다”고 했다. 스캐터랩은 연애 분석 앱 ‘연애의 과학’으로..."
192,카카오가 내놓은 '증오발언 근절' 원칙...국내 기업 중 최초 [지식용어],2021.01.14.,"최근에는 인터넷이 증오발언의 매체가 되는 경우가 많으며 이번 카카오의 발표는 '이루다 사건'으로 디지털·인공지능(AI) 윤리 논쟁이 뜨거운 상황에서... 네 번째 원칙은 카카오는 증오발언 근절을 위해 정책, 기술, 서비스 기획 및 디자인을 고도화하는 동시에 사내교육과 모니터링을 강화해 내부로부터 차별과..."
193,"[일문일답] 과기정통부 ""해외 백신 도입 돼도 백신 개발 지원""",2021.01.14.,"과기정통부는 우리 기술로 신속진단키트·치료제·백신을 확보하고, 150종 인공지능 데이터 추가 구축 등 디지털 뉴딜을 가속화할 계획이다. 아울러 2050... 작년 1년간 논의를 거쳐 지난 12월 AI 국가윤리기준을 발표한 바 있다. R&D에서부터 구체적인 데이터 구축과 윤리교육 강화 또 윤리기준의 세분화 이렇게 차질..."
194,가시화되는 데이터 컨트롤타워··· 4차 산업혁명위원회가 맡는다,2021.01.14.,특히 인공지능(AI) 챗봇 서비스 ‘이루다’와 카카오의 ‘카카오맵’ 등 개인정보 유출 이슈가 부각된 상황에서 4차위가 어떤 역할을 할 것인지도... 만들어 가는 과정은 굉장히 어렵다”며 “보다 구체적으로 각 주체들이 할 수 있는 체크리스트를 만들고 윤리교육을 강화하는 등의 노력을 기울이겠다”고 전했다.
197,"서울사이버대, K-MOOC 7개 과정 공개강좌 실시",2021.01.14.,"사회적 교육수요를 만족시키는데 최선을 다할 것""이라고 말했다. 한편 인공지능(AI) 분야에 선정된 컴퓨터공학과 이성태 교수(서울여대 윤미선 교수 참여)의 '인공지능 윤리' 과목은 내달 중순 오픈할 예정이다."
198,"과기정통부, 2020년 K-사이버 방역 등 디지털 뉴딜 주요 성과는...",2021.01.14.,"혁신 SW교육기관인 '이노베이션 아카데미(3기 850명)'를 운영하고, 지역 산업체 수요 기반으로 AI교육 등을 제공하는 'ICT 이노베이션스퀘어'를 전국 5대... 개선하고, 인공지능 윤리기준 마련 등 미래 준비를 위한 노력을 기울여왔다. 한편 인공지능 시대의 기술 역량을 갖추기 위한 정부의 적극적인 지원으로..."
199,막말 내뱉은 ‘이루다’… 인간의 혐오 그대로 배웠다,2021.01.11.,"한국인공지능윤리협회는 11일 성명을 내고 기업의 AI 윤리에 대한 필요성과 소비자 교육을 강조했다. 협회는 “초·중·고 청소년 시기부터 AI 개발 및 사용 윤리를 가르치고, 새로운 AI 윤리 이슈를 모든 시민에게 교육해야 한다”며 “AI는 인간의 편익과 행복을 위한 기술이지만, 잘못 개발·사용되면 위험성과..."
200,"‘이루다’ 개발사, 첫 사과문…이용자 실명 깃허브 유출 인정",2021.01.15.,"보안 교육을 실시하는 등 노력하겠다""고 강조했다. 그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다. 스캐터랩은 연애 분석 앱 '연애의 과학'으로..."
201,K-사이버방역 등 2020년 디지털 뉴딜 주요 성과는?,2021.01.15.,"혁신 SW교육기관인 ‘이노베이션 아카데미(3기 850명)’를 운영하고, 지역 산업체 수요 기반으로 AI교육 등을 제공하는 ‘ICT 이노베이션스퀘어’를... 개선하고, 인공지능 윤리기준 마련 등 미래 준비를 위한 노력을 기울여 왔다.특히 디지털서비스 전문계약 제도의 경우, 제도를 신설한 이후 3개월 만에..."
202,이루다가 소환한 구글의 AI 원칙 [핫이슈],2021.01.13.,인공지능(AI) 챗봇 '이루다'는 AI 윤리를 다시 한 번 생각해 보게 만든다. 혐오와 차별 발언 논란으로 결국 서비스를 잠정 중단했지만 이루다를 개발하는... 정의롭지 못한 AI는 똑똑해질수록 위험한 존재로 돌변한다. AI가 인간과 세상에 도움이 되려면 윤리적인 데이터로 교육해야 한다. 도덕적 인간을 위한...
203,직원 대량 해고... 'AE펭수'가 초래한 끔찍한 재난,2021.01.14.,"해당 방송분은 우리가 알고 있던 펭수가 남극에서 온 생명체가 아닌, 인공지능을 탑재한 로봇이라면 무슨 일이 벌어질지를 담은 디스토피아적... ""내가 편하면 그만""이라는 생각만 있었을 뿐 윤리적 측면에 대해 고려 없이 만들어진 로봇 'AE펭수'는 결국 큰 재난을 초래하고 만다. 마냥 놀 궁리만 하던..."
204,"카카오, '증오 발언 근절 원칙' 수립...IT업계 첫 선언",2021.01.14.,최근 '이루다' 사건을 계기로 불거진 IT업계의 디지털·AI(인공지능) 윤리 논란에 대한 해답으로 참고할만 한 첫 사례가 될 전망이다. 카카오는 이날... 카카오는 증오발언을 근절하기 위해 정책·기술·서비스 기획 및 디자인을 고도화하고 사내교육과 모니터링을 강화한다는 계획이다. 혐오발언 근절을 핑계로...
205,"챗봇 '이루다'에 쓰인 카톡 1700건, 1년 넘게 온라인에 퍼졌다...개발사, 결국...",2021.01.14.,"포함한 상시 개인정보 보호 체계를 구축하고 재발 방지를 위한 강화된 보안 교육을 실시하는 등 노력하겠다""며 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다. AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다."
206,"서울사이버대 이성태 교수, 사이버대학 발전부문 교육부장관상",2021.01.14.,"서울사이버대학교는 최근 컴퓨터공학과 이성태(사진) 교수가 2020년 사이버대학 발전부문 유공자로 선정, 부총리 겸 교육부장관상을 받았다고 4일... 그는 K-MOOC의 '인공지능 윤리' 과목을 통해 인공지능(AI)의 도래에 따른 기술·문화 발전의 순기능과 역기능, 발생 문제 및 AI 악용 사례, 대응 및 프라이버시 등을..."
207,[비바100] 대중문화계 헤드라인 휩쓴 딥페이크·강제추행,2021.01.04.,"낸시 뿐 아니라 유명인들을 겨냥한 딥페이크(Deepfake, 딥러닝과 페이크의 합성어로 인공지능 기술 기반의 알고리즘을 활용해 이미지나 동영상을 합성... 단순히 윤리문제로 치부하는 틀부터 깨야 한다”고 의견을 밝혔다. 이어 “성범죄 특별법 등 법률적인 강제 규제로 해결할 수 없는 상황이 아직도 발생하는..."
